Unnamed: 0,word1,word2,word3,word4,ID,partyid,pos_neg,extreme,personality,policy,social_groups
496,bold,dull,adventurous,cocky,R_896zG20L1FhvOcd,Democrat,A little negative,No,Yes,No,No
497,right,not sure,not sure,not sure,R_1YvDl8ZCFxZvEEJ,Independent,Neither positive nor negative,No,No,No,No
498,NONE,NONE,NONE,NONE,R_2ghxSIvYfmvV6Kh,Independent,Neither positive nor negative,No,No,No,No
499,hard,working,caring,americans,R_205ZM89W9pXrnWl,Republican,A little positive,No,Yes,No,Yes
500,radical,racist,white,delusional,R_1NX7b2FsYedRvaB,Democrat,Very negative,Yes,Yes,No,Yes
501,patriotic,fiscal,moral,god,R_2mntxLKP30aSDQh,Republican,A little positive,No,Yes,Yes,No
502,conservative,pro-life,ignorant,racist,R_6QN4JmzplxxsGcl,Democrat,Very negative,Yes,Yes,Yes,Yes
503,NONE,NONE,NONE,NONE,R_3K6s5svr5MgZvFP,Independent,Neither positive nor negative,No,No,No,No
504,NONE,NONE,NONE,NONE,R_3t4OptyWy8Uddrv,Independent,Neither positive nor negative,No,No,No,No
505,conservative,religious,narrow,rich,R_3XgXRANhbvjFns9,Democrat,A little negative,No,No,No,Yes
506,NONE,NONE,NONE,NONE,R_1Fb2IRHeGX5RPVj,Independent,Neither positive nor negative,No,No,No,No
507,NONE,NONE,NONE,NONE,R_6SELacbX0orYiVf,Independent,Neither positive nor negative,No,No,No,No
508,uptight,religious,NONE,NONE,R_bvIfmdzQBdEmR0N,Democrat,A little negative,No,Yes,No,Yes
509,rich,biased,conservative,stubborn,R_0OfccLDgcaary1D,Democrat,Very negative,Yes,Yes,No,No
510,smart,white,working,wealthy,R_5cez1SU9Xf1sCyh,Democrat,Neither,No,No,No,Yes
511,conservative,reactionary,traditional,white,R_03tnSHKv46S1jp3,Democrat,A little negative,No,No,No,Yes
512,reserved,passionate,logical,opinionated,R_3ReLLNmMxqpZbDL,Independent,A little positive,No,Yes,No,No
513,stupid,liars,jerks,childish,R_bjiM6bgOo1kgX3L,Democrat,Very negative,Yes,Yes,No,No
514,rich,old,NONE,NONE,R_01ZssxT2aQg8nyt,Democrat,A little negative,No,No,No,Yes
515,conservative,pro-gun,pro-life,south,R_9Y656VIHixe2bn7,Independent,Neither positive nor negative,No,No,Yes,No
516,don't,NONE,NONE,NONE,R_bsFM10LHxZm7ITH,Independent,Neither positive nor negative,No,No,No,No
517,selfish,stingy,neglectful,uncaring,R_6PBVmwXyNBspwyx,Democrat,Very negative,Yes,Yes,No,No
518,white collar,conservative,religious,wealthy,R_eeXCVmaKmVVfmHX,Independent,A little negative,No,No,No,Yes
519,conservative,progressive,frugal,honest,R_3VN0Ml8itYTskIJ,Independent,A little positive,No,Yes,No,No
520,elite,traditional,NONE,NONE,R_43dIFAvYnZcONql,Independent,Neither positive nor negative,No,No,No,No
521,rich,white,crazy,morons,R_6SvQULYBxShcRRr,Democrat,Very negative,Yes,Yes,No,Yes
522,ununified,conservative,power,media,R_9StRWc5o019BsIl,Independent,Neither positive nor negative,No,No,No,No
523,donkeys,racist,rich,sad,R_9ttspaVdrHL8djn,Democrat,Very negative,Yes,Yes,No,Yes
524,greedy,selfish,dishonest,disloyal,R_9Rh4IfIjZwP1plj,Democrat,Very negative,Yes,Yes,No,No
525,elitists,rich,white,racist,R_9ZBXcvcFpLbN7Ct,Democrat,Very negative,Yes,No,No,Yes
526,old,stuffy,stubborn,wealthy,R_3VrkQVZBgVGVAzP,Democrat,Very negative,No,Yes,No,No
527,old,white,christian,racist,R_em9YeDcRMDztyRL,Democrat,Very negative,Yes,Yes,No,Yes
528,NONE,NONE,NONE,NONE,R_4Uyvpo8G3r6rPfv,Independent,Neither positive nor negative,No,No,No,No
529,none,NONE,NONE,NONE,R_0SXyT8u6N45VlIN,Independent,Neither positive nor negative,No,No,No,No
530,same,lame,NONE,NONE,R_cP8E2vDjTyzpbwx,Democrat,Very negative,Yes,No,No,No
531,conservative,nra,prolife,anti clinton,R_bBg96iFuY79sHB3,Democrat,Neither positive nor negative,No,No,Yes,Yes
532,crooks,partisan,trump,clueless,R_ePcXyfsm4NyQ8gl,Democrat,Very negative,Yes,Yes,No,No
533,conservative,individual,growth,death,R_cTiC5GSOY2aYmDH,Democrat,A little negative,Yes,No,Yes,No
534,spending,america,middle,joke,R_4YhV67tdITjcY0l,Democrat,A little negative,No,No,Yes,No
535,liberal,confrontational,misguided,intolerant,R_6l0EVDPZXKApEEJ,Democrat,Very negative,Yes,Yes,No,No
536,wealthy,arrogant,religious,consistent,R_9M3MyQ2Zw5D5Oex,Democrat,A little negative,No,Yes,No,No
537,religious,biased,conservative,wrong,R_8A4BSMcsHofyJcV,Democrat,Very negative,Yes,Yes,No,Yes
538,older,rural,business,stable,R_8HyDn0l7UgPV7Lf,Independent,Neither,No,No,No,Yes
539,NONE,NONE,NONE,NONE,R_a2yTfcJgzVVNoXz,Independent,Neither positive nor negative,No,No,No,No
540,narrow minded,racist,unfair,white,R_88oYF95kI3kiFz7,Democrat,Very negative,Yes,Yes,No,Yes
541,white,male,conservative,religious,R_3J13gLSEnwFrXNP,Democrat,A little negative,No,No,No,Yes
542,weird,hate,racist,pigs,R_ewIulCaWPgt5v2l,Democrat,Very negative,Yes,Yes,No,No
543,hateful,racist,sexist,religious,R_6QgIaTuprrvVXqR,Democrat,Very negative,Yes,Yes,No,Yes
544,religious,working,right to bare arms,farmers,R_7OmqZMur4R7ThQ1,Democrat,Neither positive nor negative,No,No,Yes,Yes
545,conservative,bigoted,pro-business,pro-gun,R_2sIdf7I7S0rc8Bf,Democrat,Very negative,Yes,Yes,Yes,No
546,NONE,NONE,NONE,NONE,R_0W0GDJn18aDgh01,Independent,Neither positive nor negative,No,No,No,No
547,far right,conservative,tea party,upper 1%,R_9RFKRUGhgYHjMj3,Democrat,Very negative,Yes,No,Yes,Yes
548,conservative,white,southern,wealthy,R_ahjiMPIW8WaVxm5,Democrat,A little negative,No,No,No,Yes
549,wealthy,conservative,white,male,R_0D7WkxunW1EhBt3,Democrat,A little negative,No,No,No,Yes
550,stubborn,ignorant,conservative,obstructionist,R_1LgBSVhQs3L60p7,Democrat,Very negative,Yes,Yes,Yes,No
551,conservative,racist,bigots,religious,R_ahDKrT6l1XJyuEJ,Democrat,Very negative,Yes,Yes,No,Yes
552,NONE,NONE,NONE,NONE,R_09gmdpfVf5Ydfdr,Independent,Neither positive nor negative,No,No,No,No
553,blue,conservative,right,patriotic,R_8vpTZFQIBUE7Zkx,Independent,Neither,No,No,No,No
554,conservative,trump,values,closed,R_8BNuamxK6Dwjmtf,Democrat,A little negative,No,No,No,No
555,smart,good,fun,common,R_a2WHv62bu6JHarb,Independent,A little positive,No,Yes,No,No
556,honest,caring,thoughtful,believable,R_6naetVUzLPYo5Hn,Republican,Very positive,No,Yes,No,No
557,NONE,NONE,NONE,NONE,R_0lhvuUnQTrbEYbb,Independent,Neither positive nor negative,No,No,No,No
558,wealthy,ignorant,conservative,egotistical,R_5nWNFfe30qDE5ZH,Democrat,Very negative,Yes,Yes,No,No
559,christian,conservative,constitutional,white,R_6XMwgaClmiNX9qd,Democrat,A little negative,Yes,No,Yes,Yes
560,conservative,practical,frugal,business,R_3Dfq81UTSZ6lvoh,Independent,A little positive,No,No,No,No
561,conservative,rational,upholding,NONE,R_03tVzmDU3E0XUfb,Independent,A little positive,No,Yes,No,No
562,strong,no nonsense,middle class,employed,R_5h9qC8sisQpjl6R,Independent,A little positive,No,No,No,Yes
563,NONE,NONE,NONE,NONE,R_8IXUygaV2943p4h,Independent,Neither positive nor negative,No,No,No,No
564,NONE,NONE,NONE,NONE,R_cMxVS1ps20vQEgB,Independent,Neither positive nor negative,No,No,No,No
565,NONE,NONE,NONE,NONE,R_5BDWn8KzO9eCBlX,Independent,Neither positive nor negative,No,No,No,No
566,dfgd,NONE,NONE,NONE,R_08ouQEb81BCY4dv,Independent,Neither positive nor negative,No,No,No,No
567,honest,hardworking,generous,patriotic,R_9Ks1mPJEB9ar61T,Republican,Very positive,No,Yes,No,No
568,NONE,NONE,NONE,NONE,R_5pUngzpI1rdAp6d,Independent,Neither positive nor negative,No,No,No,No
569,rude,conservative,rich,selfish,R_bCP1n9wnK26fXVj,Democrat,Very negative,Yes,Yes,No,No
570,conservative,practical,capitalist,realist,R_aVpaf64xJu0w4Pb,Independent,A little positive,No,No,Yes,No
571,independent,solid,worried,nice,R_dhWKND9xagC2f7T,Independent,Neither positive nor negative,No,Yes,No,No
572,rich,over educated,selfish,pushy,R_eOJG686ajPASt4p,Democrat,Very negative,Yes,Yes,No,Yes
573,independent,conservative,doers,successful,R_0wagqKsq5B7kkYJ,Republican,A little positive,No,Yes,No,No
574,work,taxable,active,social,R_88MaMQazpzLpkHP,Independent,Neither positive nor negative,No,No,Yes,No
575,NONE,NONE,NONE,NONE,R_egrYDelWxwIq6hf,Independent,Neither positive nor negative,No,No,No,No
576,rich,gun loving,na,na,R_a62sSb4LqsyXKkt,Democrat,A little negative,No,No,Yes,No
577,rich,under diversified,selfish,hawks,R_0fHPW2I99LLyk9T,Democrat,Very negative,Yes,Yes,Yes,No
578,NONE,NONE,NONE,NONE,R_7WfefHYARPS3793,Independent,Neither positive nor negative,No,No,No,No
579,conservative,pro-life,want lower taxes,NONE,R_0kdBYeeEmPgZRuB,Independent,Neither,No,No,Yes,No
580,greedy,close-minded,arrogant,biased,R_bvCEIqmEWjj8EIt,Democrat,Very negative,Yes,Yes,No,No
581,rich,conservative,opinionated,antagonistic,R_7V5jJLOS4IpJQVL,Democrat,Very negative,Yes,Yes,No,No
582,none,NONE,NONE,NONE,R_6mmUBCihk5O2CRn,Independent,Neither positive nor negative,No,No,No,No
583,smart,caring,NONE,NONE,R_bDB9xnuanTzSQ5f,Independent,A little positive,No,Yes,No,No
584,don't know,NONE,NONE,NONE,R_0JayU7o7M7y4LS5,Independent,Neither positive nor negative,No,No,No,No
585,stiff,free market,less taxes,catholics,R_55T8ItOVbx6rXoh,Independent,Neither positive nor negative,No,No,Yes,Yes
586,rich,conservative,educated,richer,R_cAZWSkiCxXps8El,Democrat,A little negative,Yes,No,No,Yes
587,NONE,NONE,NONE,NONE,R_87mU7Bcjh4Iz1zf,Independent,Neither positive nor negative,No,No,No,No
588,NONE,NONE,NONE,NONE,R_5tJuy7BM7YNWTxr,Independent,Neither positive nor negative,No,No,No,No
589,rich,white,conservative,inequality,R_5zoH9HWr16zPLSd,Democrat,Very negative,Yes,No,Yes,Yes
590,right,educated,caring,honest,R_0AlwjhmfYCc5RhH,Republican,A little positive,No,Yes,No,No
591,smart,knowledgeable,wise,interesting,R_bf7lLv6zWsx6Ga1,Republican,Very positive,No,Yes,No,No
592,na,NONE,NONE,NONE,R_abIInTGwwsTkY97,Independent,Neither positive nor negative,No,No,No,No
593,low taxes,less government,conservative,big military,R_0IciVS4yFQGPpGt,Independent,Neither positive nor negative,No,No,Yes,No
594,smug,0.01,NONE,NONE,R_0Dmwk2SBy8JGYsZ,Democrat,A little negative,No,Yes,No,No
595,white,men,catholic,christian,R_3mhsFLXDJP0hGcd,Democrat,A little negative,No,No,No,Yes
596,NONE,NONE,NONE,NONE,R_bj6YnQ3t2B1ucQJ,Independent,Neither positive nor negative,No,No,No,No
597,NONE,NONE,NONE,NONE,R_ddwXogkswftGbYx,Independent,Neither positive nor negative,No,No,No,No
598,fractured,worried,bad,fundamental,R_6VRCwtPM8jmsyIB,Democrat,Very negative,Yes,No,No,No
599,NONE,NONE,NONE,NONE,R_8Ci3onMgrNWzsfX,Independent,Neither positive nor negative,No,No,No,No
600,republican,liberal,yuppie,suburban,R_cTSJsqPeVtI9Cfz,Independent,Neither positive nor negative,No,No,No,Yes
601,not sure,halfway,question,middle,R_4Uh89lf4U2eDF5P,Independent,Neither,No,No,No,No
602,NONE,NONE,NONE,NONE,R_e5S9ioSyAXrKFVz,Independent,Neither,No,No,No,No
603,white,redneck,racist,bigot,R_bCokhYGjAPHJBel,Democrat,Very negative,Yes,Yes,No,Yes
604,NONE,NONE,NONE,NONE,R_d6V7d03wPG0Iad7,Independent,Neither positive nor negative,No,No,No,No
605,NONE,NONE,NONE,NONE,R_2oi3hOC1PURhE3j,Independent,Neither positive nor negative,No,No,No,No
606,conservative,NONE,NONE,NONE,R_ea1YzEycaGdacap,Independent,Neither positive nor negative,No,No,No,No
607,NONE,NONE,NONE,NONE,R_6zioosC7L8yXjrn,Independent,Neither positive nor negative,No,No,No,No
608,,NONE,NONE,NONE,R_8IGT1oymJC0irWd,Independent,Neither positive nor negative,No,No,No,No
609,bankers,attorneys,lawyers,ceo,R_5vdrSz5gKluHBD7,Democrat,A little negative,No,No,No,Yes
610,middle class,NONE,NONE,NONE,R_dbbKBCR5zlVQEu1,Independent,Neither positive nor negative,No,No,No,No
611,conservatives,businessmen,crooks,white middle people,R_6xRmQmQ5DhQo6jz,Democrat,Very negative,Yes,No,No,Yes
612,NONE,NONE,NONE,NONE,R_9XD9ppJMZJVSYRL,Independent,Neither positive nor negative,No,No,No,No
613,conservative,racist,southern,uneducated,R_4OT8nSgNICSjo2h,Democrat,Very negative,Yes,No,No,Yes
614,NONE,NONE,NONE,NONE,R_9QB3FrJEtMyhpWJ,Independent,Neither positive nor negative,No,No,No,No
615,conservative,working,caring,informed,R_088ofZ5GPU71Y9L,Republican,A little positive,No,Yes,No,No
616,rich,conservative,white,leaders,R_dgLmt3VYtpteCKV,Democrat,A little negative,No,No,No,Yes
617,conservative,hardworking,religious,educated,R_eA8s2SHIquinto9,Independent,A little positive,No,Yes,No,No
618,wealthy,men,white,senior,R_5dvNcwOxtTlU7Nb,Democrat,A little negative,No,No,No,Yes
619,tight,close-minded,rude,loud,R_1CllS3vB3ibv3LW,Democrat,Very negative,Yes,Yes,No,No
620,greedy,old fashioned,sleazy,religious,R_1ilNc0NLRhmH4Uw,Democrat,Very negative,Yes,Yes,No,No
621,interested,smart,kind,happy,R_3n9si6nQlNJsHYZ,Republican,Very positive,No,Yes,No,No
622,ruthless,tyrants,selfish,petty,R_1EXKVO4eIbnVRVr,Democrat,Very negative,Yes,Yes,No,No
623,strict,traditional,conservative,plain,R_8GgW8RogpOD0U8h,Independent,Neither positive nor negative,No,Yes,No,No
624,older,wealthy,corporate,wall street,R_2B4BogJ03fyG54E,Democrat,A little negative,No,No,No,Yes
625,traditional,right wing,conservative,midwest,R_1nVMcwASAT8yIZ7,Independent,Neither positive nor negative,No,No,No,Yes
626,conservative,traditional,spendthrift,demanding,R_1DRL6HY6jPzrRlN,Independent,Neither positive nor negative,No,No,No,No
627,rich,conservative,anti tax,right wing,R_210wbFWSb39xOtl,Democrat,A little negative,No,No,Yes,No
628,ignorant,greedy,cruel,stupid,R_3KGv5ti1g4tftoD,Democrat,Very negative,Yes,Yes,No,No
629,racist,conservative,fiscal,white,R_2WIHlwbFq3K1Ugf,Democrat,Very negative,Yes,No,Yes,Yes
630,conservative,wall,immigrants,planned parenthood,R_AhRwtQnnxxpo0bT,Democrat,A little negative,No,No,Yes,Yes
631,squishy,conservative,weak,leaderless,R_3fkHasWrTx9fVkW,Democrat,Very negative,Yes,Yes,No,No
632,fascist,stupid,uncaring,rich,R_2U5FFaG82CYyLFB,Democrat,Very negative,Yes,Yes,No,No
633,rich,spiteful,selfish,racist,R_1N3nSfN95oRVCcZ,Democrat,Very negative,Yes,Yes,No,No
634,traditional,stubborn,selfish,angry,R_332tLzSgsNQVpgT,Democrat,Very negative,Yes,Yes,No,No
635,greedy,business,conservative,old,R_Om7MzdKjPZNrYeB,Democrat,Very negative,Yes,Yes,Yes,No
636,rich,selfish,dumb,lemming,R_3HMugACOPMdA4pc,Democrat,Very negative,Yes,Yes,No,No
637,conservative,christian,generous,intelligent,R_1CHEiKNCmPSCMe5,Republican,A little positive,No,Yes,No,Yes
638,scared,crazy,stubborn,dumb,R_3noPbL3HSMCgA1K,Democrat,Very negative,Yes,Yes,No,No
639,strict,hard,stagnant,old,R_3oLctTlNLXC8fWE,Democrat,Very negative,No,Yes,No,No
640,white,uneducated,conservative,ignorant,R_cPkBB7tiLVuDlvP,Democrat,Very negative,Yes,Yes,No,Yes
641,redneck,guns,uneducated,conservative,R_DeFOLy8c67aUudP,Democrat,Very negative,Yes,No,No,Yes
642,conservative,traditional,religious,resist change,R_3kBexP95szDKtDw,Independent,Neither positive nor negative,No,No,No,No
643,bigot,ignorant,religious,stupid,R_O0yJxib13q1Dotj,Democrat,Very negative,Yes,Yes,No,No
644,conservative,close-minded,shallow,wealthy,R_21G1SGITNgCUnb2,Democrat,Very negative,Yes,Yes,No,No
645,rich,materialistic,close-minded,religious,R_RQEdNpbzZUeyIRX,Democrat,Very negative,Yes,Yes,No,No
646,greedy,religious,liars,rich,R_cHZuU1UNpAFpUqt,Democrat,Very negative,Yes,Yes,No,No
647,conservative,bigoted,intolerant,uneducated,R_3NxiTvByxaao0as,Democrat,Very negative,Yes,Yes,No,No
648,conservative,economist,narrow minded,wealthy,R_2wFdG2pGlVU2JJS,Democrat,A little negative,Yes,Yes,Yes,No
649,religious,conservative,greedy,intolerant,R_2TRW1qhG21U80qO,Democrat,Very negative,Yes,Yes,No,No
650,dishonest,government,politics,conservative,R_26gOGPo3Yylp8r7,Democrat,A little negative,No,Yes,Yes,No
651,rich,white,greedy,conservative,R_vVJC1eqwoRGCYmZ,Democrat,Very negative,Yes,Yes,No,Yes
652,ignorant,divisive,religious,regressive,R_YVy9277Nq0dP409,Democrat,Very negative,Yes,Yes,No,No
653,stupid,uninformed,stuck up,elitist,R_1QtMgpyzWjr6klA,Democrat,Very negative,Yes,Yes,No,No
654,loud,opinionated,close-minded,stubborn,R_27y7qKtJVoAScZy,Democrat,Very negative,Yes,Yes,No,No
655,hard working,honest,fair,patriot,R_2cd3GwFc6vXHdk9,Republican,Very positive,No,Yes,No,No
656,greedy,conservative,intelligent,selfish,R_vwdzLyAvdmUVeut,Democrat,Very negative,Yes,Yes,No,No
657,christian,stubborn,old,rich,R_2t36wWQ47ECHsp1,Democrat,A little negative,No,Yes,No,Yes
658,conservative,individual minded,opposite of socialists,make your own way,R_3kBUBXYufFZQbxr,Independent,Neither positive nor negative,No,Yes,Yes,No
659,rich,smart,original government,deficit improve,R_2pYMGgxKjlwKT85,Independent,Neither positive nor negative,No,No,Yes,No
660,rich,greedy,patriotic,family centered,R_2ti02wpgP3eztr8,Independent,Neither positive nor negative,No,Yes,No,No
661,traditional,honorable,conservative,practical,R_UDXfKw7HgWBpW6J,Independent,A little positive,No,Yes,No,No
662,conservative,religious,intolerant,stingy,R_3JIW3K1yFyb12Lk,Democrat,Very negative,Yes,Yes,No,Yes
663,conservative,just,objective,kind,R_1gdoVCVF0wOExfR,Republican,Very positive,No,Yes,No,No
664,conservative,wealthy,businessmen,educated,R_cMIk1moyamDujMB,Independent,Neither positive nor negative,No,No,No,Yes
665,conservative,self reliant,traditional,stable,R_2f34cLmCjryl1fZ,Independent,A little positive,No,Yes,No,No
666,conservative,working class,tea party,capitalist,R_3k1BKxpFIbCSr3v,Independent,Neither positive nor negative,No,No,Yes,Yes
667,right wing,reich,trump,cons,R_cOTJyuKyaNLgPE5,Democrat,Very negative,Yes,No,No,No
668,conservative,pro-life,uptight,christian,R_ZyqVuTEQyRkOmTn,Democrat,A little negative,Yes,Yes,Yes,Yes
669,rich,wealthy,conservative,moderate,R_2vcgA3j7RVLZADO,Independent,Neither,No,No,No,No
670,closed minded,old man,ignorant,trump,R_1DoG5jSkVf2rgYG,Democrat,Very negative,Yes,Yes,No,Yes
671,moral,generous,lacking,outdated,R_2WHJ927riVY7UXg,Democrat,A little negative,No,Yes,No,No
672,ignorant,simple,malleable,brainwashed,R_1IMKfhqGtXVsRkA,Democrat,Very negative,Yes,Yes,No,Yes
673,ignorant,greedy,selfish,narrow minded,R_2SDCdDNtgmCAexy,Democrat,Very negative,Yes,Yes,No,No
674,conservative,religious,anti government,self sufficient,R_2DTbyZpNY8OprIO,Independent,Neither positive nor negative,No,No,Yes,No
675,greedy,selfish,self centered,wealthy,R_3NwgzmEINBzQOq3,Democrat,Very negative,Yes,Yes,No,No
676,backwards,old,white,bigot,R_25FocLBBFdHXbT3,Democrat,Very negative,Yes,Yes,No,Yes
677,conservative,prejudiced,educated,rational,R_2SBsIm6CNDUriyC,Independent,Neither positive nor negative,No,Yes,No,No
678,conservative,white american,little government,business,R_2RWCv7LazOHKORY,Democrat,Neither positive nor negative,No,No,Yes,Yes
679,conservative,christian,working class,educated,R_2pJraVpPPtXwb3O,Independent,Neither positive nor negative,No,No,No,Yes
680,racist,rich,upper class,closed minded,R_3Ojh4C0Ov3UymB0,Democrat,Very negative,Yes,Yes,No,Yes
681,kind,intelligent,humble,hardworking,R_2yggGKzK604ABvl,Republican,Very positive,No,Yes,No,No
682,greedy,hating,exclusionary,elitist,R_1QKuBTiaYyIt4sG,Democrat,Very negative,Yes,Yes,No,No
683,old,rich,stupid,white,R_z6XyeNxKoro7YD7,Democrat,Very negative,Yes,No,No,Yes
684,conservative,unchanging,religious,rigid,R_25vwzfnwgTEcxiL,Democrat,A little negative,No,Yes,No,No
685,old,conservative,hateful,mean,R_27jJEtz25JCtl38,Democrat,Very negative,Yes,Yes,No,No
686,conservative,rich,white,educated,R_2pLAEMWBgwPq8Sy,Democrat,Neither positive nor negative,No,No,No,Yes
687,conservative,rednecks,racists,moderate,R_12g3Hl3GKYgX15e,Democrat,Very negative,Yes,Yes,No,Yes
688,rightist,political,opinionated,interested,R_1lazlUTpKdoye1P,Independent,Neither positive nor negative,No,Yes,No,No
689,idiots,deceived,evangelicals,conservative,R_31vdrXLNneVmblF,Democrat,Very negative,Yes,Yes,No,Yes
690,rude,rich,uneducated,poor,R_pxWDHDsbSrnI6Hv,Democrat,Very negative,Yes,Yes,No,No
691,lying,common sense,protective,patriotic,R_1hZ4NtoBnW4QpsV,Independent,Neither positive nor negative,No,Yes,No,No
692,rich,white,arrogant,conservative,R_2xM08aJjjtTsIVd,Democrat,Very negative,Yes,Yes,No,Yes
693,narrow minded,judgmental,religious,xenophobic,R_2YX3tJ1weHd893J,Democrat,Very negative,Yes,Yes,No,Yes
694,dummies,closed minded,trump supporters,uneducated,R_Y3PIcm1pRYi3uzn,Democrat,Very negative,Yes,Yes,No,No
695,conservative,traditional,moderate,patriotic,R_30jUdBnmvVNoTni,Independent,A little positive,No,Yes,No,No
696,prideful,loud,firm,tough,R_XANDExOPkZupsc1,Independent,Neither positive nor negative,No,Yes,No,No
697,wealthy,comfortable,unschooled,selfish,R_3soeSMPUkgTVHb7,Democrat,Very negative,Yes,Yes,No,No
698,lazy,rich,conceited,unemotional,R_REUSey2f7ybHejD,Democrat,Very negative,Yes,Yes,No,No
699,conservative,pawns,intelligence questionable,NONE,R_QmPJ5akrOaYhOPT,Democrat,Very negative,Yes,Yes,No,No
700,greed,white,slavery,rich,R_3iF6ldf66FrcTal,Democrat,Very negative,Yes,Yes,No,Yes
701,white,needy,spoiled,rich,R_9yLZdnnOLfxWm3v,Democrat,Very negative,Yes,No,No,Yes
702,reactionary,ignorant,conservative,religious,R_2rTwv9nv3E4Dl3z,Democrat,Very negative,Yes,No,No,Yes
703,conservative,small government,cut taxes,freedom,R_2XbrXSsQxgXvTSt,Independent,Neither positive nor negative,No,No,Yes,No
704,hard working,honest,patriot,strong,R_3hzMnkSYIIxfv3i,Republican,Very positive,No,Yes,No,No
705,mean,selfish,greedy,rich,R_3NED5yDxPUZALmu,Democrat,Very negative,Yes,Yes,No,No
706,too quiet,pro-gun,pro-liberty,anti waste,R_3MhA8Yga7hjhaeo,Republican,A little positive,No,Yes,Yes,No
707,conservative,unjust,rude,selfish,R_2VdyRoqh7KK9iSK,Democrat,Very negative,Yes,Yes,No,No
708,strict,southern,elderly,christian,R_sNfvKIOVMTRcc6t,Democrat,A little negative,No,No,No,Yes
709,conservative,introverts,strict,old school,R_2z7ONeG0s98sPAX,Independent,Neither positive nor negative,No,Yes,No,No
710,ignorant,religious,greedy,selfish,R_3hmXJWVSTfSVTG1,Democrat,Very negative,Yes,Yes,No,No
711,wealthy,conservative,warmongers,nra,R_10SoWhEUzUTReDt,Democrat,Very negative,Yes,No,Yes,Yes
712,conservative,backwards,limited,religious,R_2fs3Z0KSSXgKcNC,Democrat,Very negative,Yes,No,No,No
713,hateful,greedy,bigoted,unevolved,R_3hbZLROIp6fa6pq,Democrat,Very negative,Yes,Yes,No,No
714,educated,honest,hard working,loyal,R_2atYixn6I4Johaf,Republican,Very positive,No,Yes,No,No
715,rich,rude,pretentious,dishonest,R_9Y7VElYcaHYfyut,Democrat,Very negative,Yes,Yes,No,No
716,conservative,responsible,stupid,right,R_RtwBUrXQIHLmM6Z,Democrat,Very negative,Yes,Yes,No,No
717,rich,conservative,selfish,ignorant,R_1rdZdjIyAvZ10qj,Democrat,Very negative,Yes,Yes,No,No
718,ignorant,selfish,rich,corrupt,R_oXlRn7M6LAh4Qud,Democrat,Very negative,Yes,Yes,No,No
719,liberal,rich,snotty,know it all,R_3fwUia6PdbymcYG,Democrat,Very negative,Yes,Yes,No,No
720,conservative,pro-business,small government,anti abortion,R_1mkgjQbA3GJc9NI,Independent,Neither positive nor negative,No,No,Yes,No
721,old,conservative,white,religious,R_3fCsaqar6jXI0rn,Democrat,A little negative,Yes,No,No,Yes
722,stuffy,stuck up,rich,uneducated,R_bjSFMBBc1fjQSTT,Democrat,Very negative,Yes,Yes,No,No
723,conservative,business people,money saving,food,R_3g01Yp6JlWq6iou,Independent,Neither positive nor negative,No,No,No,No
724,conservative,christian,guns,blue collar,R_22LLze5oJyODvZt,Independent,Neither positive nor negative,No,No,No,Yes
725,cuckservatives,jewish mind control slaves for israel,one side of the same coin,hardly conservative,R_9pBhThqbLDums9z,Independent,Very negative,Yes,No,No,Yes
726,boring,strict,greedy,white,R_0rLziZcrkcmD1tv,Democrat,Very negative,Yes,Yes,No,Yes
727,traditions,reliably,tested,popular,R_22WWSkmMM0l56yS,Independent,A little positive,No,No,No,No
728,religious,money hungry,ill informed,conceited,R_z39fYjpw7dvw1Ox,Democrat,Very negative,Yes,Yes,No,No
729,conservative,rigid,thrifty,responsible,R_ePP2vWVVaIxy4rT,Independent,A little positive,No,Yes,No,No
730,old,stale,liars,fake,R_26gT97OJfxEvVnW,Democrat,Very negative,Yes,Yes,No,No
731,conservative,traditional,close-minded,white,R_3m2xNapriCHALCI,Democrat,Very negative,Yes,No,No,Yes
732,selfish,rich,egotistical,cruel,R_3pf12cn375O080t,Democrat,Very negative,Yes,Yes,No,No
733,wealthy,poor,racists,angry,R_1GBroujFw9zyQSt,Democrat,Very negative,Yes,No,No,Yes
734,conservative,racist,wealthy,white,R_3FVfHH53rXNRA5o,Democrat,Very negative,Yes,No,No,Yes
735,strict,equal,firm,deliberate,R_5arE7kxaaekDWYp,Independent,Neither positive nor negative,No,Yes,No,No
736,wealthy,conservative,business minded,investors,R_2YWZcCbHBPP0tjc,Independent,Neither positive nor negative,No,No,No,No
737,fearful,hateful,closed,pessimistic,R_1eLZMrnFESr1KOI,Democrat,Very negative,Yes,Yes,No,No
738,proud d,rich,loyal,want change,R_2Sr8YI8FPJ1doxl,Independent,Neither positive nor negative,No,Yes,No,No
739,conservative,values,family,religious,R_1rdXFxC0Ks1HOAf,Independent,Neither positive nor negative,No,No,No,Yes
740,conservative,classy,intelligent,bossy,R_3kbud4NWArzsYDD,Independent,A little positive,No,Yes,No,No
741,conservative,southern base,old school value,read to go war,R_2RahL0MO199l2d9,Democrat,A little negative,Yes,No,Yes,No
742,strong,ambitious,educated,leader,R_3HS9wUdvoKcUCm6,Republican,Very positive,No,Yes,No,No
743,NONE,rich,NONE,NONE,R_2eb5oeWipSY6JLO,Democrat,A little negative,No,No,No,Yes
