ID,word1,word2,word3,word4,partyid,pos_neg,extreme,personality,policy,social_groups
R_3K6s5svr5MgZvFP,People who support the Democratic Party are good people,People who support the Democratic Party are wise people,People who support the Democratic Party are educated people,People who support the Democratic Party have high moral values,Democrat,Very positive,No,Yes,No,No
R_9GpPSRFlimGXCzT,Liberals,The Un-American,The Far-Left,Socialists,Republican,Very negative,Yes,No,Yes,No
R_3aPK5aEyp2TuCqh,Pro-choice ,Pro-labor ,Pro-environment ,Pro-healthcare,Democrat,A little positive,No,No,Yes,No
R_b1kE1kFb9fqgR6J,Liberals ,Interested in social welfare issues ,Social liberals ,Socially progressive,Independent,Neither positive nor negative,No,No,Yes,No
R_8hNTRPHCPG54HcN,The poor,The unemployed,The uneducated,The unintelligent,Republican,Very negative,Yes,No,No,Yes
R_2pPlv3iDQLsWql7,People who want others to pay their way of life,People who want others to support their lifestyle,People who want others to pay for their medical care,People who want others to pay for their financial well-being,Republican,Very negative,Yes,No,Yes,No
R_3KoqWgnBRBEsQY6,Pro-choice,Feminist,Liberal,Progressive,Independent,A little positive,No,No,Yes,No
R_2hq7sLo8mWkfchv,Atheist,Unmarried,Racist,Communist,Republican,Very negative,Yes,Yes,Yes,Yes
R_ykdBGKge2NzYiT7,Strongly liberal,Liberal,Democrat,Moderate,Independent,Neither,No,No,No,No
R_28MvPH1Ja7m0UOS,Open-minded Liberals,,,,Independent,A little positive,No,Yes,No,No
R_bjFEoM9RFcwxSi9,Open-minded,Intelligence,Pro-environment,Education,Democrat,Very positive,No,No,Yes,No
R_5syufQIpdgSFRQN,Individuals who are self-sufficient and willing to work hard for themselves and their families and ,Individuals who are not willing to work hard and instead expect others to provide for them ,Individuals who expect government to make their lives better despite their own bad decisions and ,Individuals who are willing to take away the rights of others to be taken care of by the government,Republican,Very negative,Yes,Yes,Yes,No
R_b9s9BR26L1Mr1vD,Liberal,Democratic,Female,Young,Independent,Neither positive nor negative,No,No,No,Yes
R_3O2NjO0yXfdV1o7,Liberal ,Progressive ,Female ,Democrat,Independent,Neither positive nor negative,No,No,No,Yes
R_3hmXJWVSTfSVTG1,Liberals ,Democratic,Liberal,Democrats,Independent,Neither positive nor negative,No,No,No,No
R_1GZZosAs1ZqonAD,Liberal ,Liberal ,Liberal ,Liberal,Republican,Neither positive nor negative,No,No,No,No
R_3mxdmAEoy7M3W05,Progressive,Liberal,Free,Compassionate,Democrat,A little positive,No,Yes,No,No
R_331oACwvBdZqzxp,Poor,Christian,Black,Female,Independent,Neither,No,No,No,Yes
R_3OARvSwx215331j,Intellectual,Idealistic,Progressive,Liberal,Independent,A little positive,No,No,No,No
R_9oELYPWHchXHbY9,Open-minded,Liberal,Intolerant,Liberal,Republican,A little negative,No,Yes,No,No
R_cMWjRiwXVQMqcfP,Liberals,People who live in big cities,People who are fiscally responsible,People who are not happy with their lives,Republican,A little negative,No,No,No,Yes
R_3G7lD2tGxMtYX0i,Uneducated,Liberal,Dumb,Young,Republican,Very negative,Yes,Yes,No,Yes
R_1QN2HJ8ITrxOhzR,Progressive,Liberal,Pro-gay rights,Pro-choice,Independent,A little positive,No,No,Yes,Yes
R_3mkpDxWhHo7SkXF,The working class ,The other ,People who are not white ,The poor,Republican,A little negative,No,No,No,Yes
R_3HOfz0PDtkaq57e,Fairness,Equality,Justice,Compassion,Democrat,Very positive,No,No,No,No
R_9tBvmjla2XlDR9X,Liberal Republicans,Bush-haters,People who want to live at the expense of others,People who want to use government to impose their values,Republican,Very negative,Yes,Yes,Yes,No
R_3DjDr2RPI1demJw,Pro-choice ,Progressive ,Effective,Fun,Democrat,A little positive,No,No,Yes,No
R_AdGyiYfKQz7DvB7,Too Liberal,Soft on Crime,Liberal Elitists,Uninformed,Republican,Very negative,Yes,Yes,Yes,No
R_0BqeQm9DcxPu2MJ,Liberal,Left-wing,Progressive,Democrat,Independent,Neither positive nor negative,No,No,No,No
R_8H3DMVLRvZVemP3,Smart,educated,independent,UNBIASED,Democrat,A little positive,No,Yes,No,No
R_3NUulQlqyUw57SG,Liberal,Social,Liberal,,Independent,Neither,No,No,Yes,No
R_2DN5FiAaY1E70uB,Liberal/Progressive,Young/Non-white/Poor,Kind/Caring/Helpful,Nave,Republican,A little negative,Yes,Yes,No,Yes
R_0uJ9QbUWzKatFgV,Liberals,People who support human rights,People who value social programs,People who are compassionate,Democrat,Very positive,No,Yes,Yes,No
R_21G1SGITNgCUnb2,Liberal,Open-minded,Intelligent,Pro-abortion,Independent,A little positive,No,Yes,Yes,No
R_2BA4FoZiORxNFVa,Liberals,Progressives,Foreigners,Non-religious,Republican,A little negative,No,No,No,Yes
R_1RCI9BO4AeWTxIx,Liberal,Intellectual,Out of touch,Nave,Republican,Very negative,Yes,No,No,No
R_bvnQ9ZTPHceP19X,Intelligent ,Compassionate ,Idealistic ,Naive,Independent,A little positive,No,Yes,No,No
R_272r5l2KADKgTUp,Envious of the rich  ,Focused on the future  ,Wants more government control  ,Believes the world owes them something,Republican,Very negative,Yes,Yes,Yes,No
R_1MJfZzQ3S1SXuLP,Liberal ,Pro-choice ,Anti-war ,Anti-Bush,Independent,Neither positive nor negative,No,No,Yes,No
R_ZJMXXPbd7Hv9bYl,People who are tolerant,People who are happy with the direction of the country,People who prefer to live in a civilized society where our primary goal is to make the world a better place,People who understand that the world is a complex place with many different perspectives and that we need to work together to find solutions that serve our society as a whole,Democrat,Very positive,No,Yes,No,No
R_1GUM5XEUe7Cbxld,,,,,Independent,Neither positive nor negative,No,No,No,No
R_8vpTZFQIBUE7Zkx,I have tried to be objective in my descriptions,I am also sure that readers of this blog will be able to come up with a different set of four words,I do not apologize for my beliefs or my political affiliation,I have no plans to leave the Republican Party,Republican,Neither positive nor negative,No,No,No,No
R_2TRW1qhG21U80qO,Friendly,Compassionate,Intellectual,Liberal,Democrat,A little positive,No,Yes,No,No
R_2wQWiN1c1OEAMHw,Educated ,Open-minded ,Brave ,Nice,Democrat,Very positive,No,Yes,No,No
R_2U9mItizEz1TeDB,Liberal ,Liberal ,Liberal ,Liberal,Republican,Neither positive nor negative,Yes,No,No,No
R_bHkCksCJu2Mc44d,Liberal,Young,Female,Poor,Republican,A little negative,No,No,No,Yes
R_3lyv7EphwGLeqxW,Poor,Women,Young,Educated,Republican,Neither positive nor negative,No,No,No,Yes
R_1OxIRD7jxv6VM2f,Intelligent,Idealistic,Egalitarian,Compassionate,Democrat,Very positive,No,Yes,No,No
R_0xgT7nQ4eHNUSOh,open-minded,Liberal,Intelligent,Socially progressive,Democrat,A little positive,No,Yes,No,No
R_20OmsGQrwZBhgIP,Liberal ,Leftist ,Progressive ,Racist,Republican,Very negative,Yes,No,No,No
R_7WfefHYARPS3793,Liberals ,Smart ,Cool ,Intellectual,Democrat,Very positive,No,Yes,No,No
R_2WIHlwbFq3K1Ugf,Smart,Open-minded,Conservative,Intellectual,Independent,A little positive,No,Yes,No,No
R_1jdkTE3usmMVPBd,People who support the Democratic Party are independent thinkers who are concerned about those who are less fortunate,People who support the Democratic Party are compassionate and are concerned about others,People who support the Democratic Party are concerned about the environment,People who support the Democratic Party are concerned about people who are less fortunate,Democrat,A little positive,No,Yes,Yes,No
R_ePraLaUH7mfwPdj,Uneducated,Rude,Selfish and,Liberal,Republican,Very negative,Yes,Yes,No,No
R_4HZQ9VhPAV6MwMl,Liberal,Intellectual,Pro-socialist,Globalist,Republican,A little negative,No,No,Yes,No
R_3s1yfedQQxPH9N1,People who are weak/helpless and need government to protect them,Poor people,Young people,People who are concerned about the environment,Republican,A little negative,No,Yes,Yes,Yes
R_8c3olfLVnDmOost,Pro-choice,Pro-homosexual,Anti-gun,Pro-socialism,Republican,A little negative,Yes,No,Yes,Yes
R_3MJZmtSZKGF4Ogs,Intellectual,Liberal,Social liberal,Inclusive,Independent,A little positive,No,No,Yes,No
R_qyl7unmOMGXJggF,Weak ,Soft ,Naive,,Republican,Very negative,Yes,Yes,No,No
R_211bk0RntWHoFBA,Pro-Civil Rights,Anti-War,Pro-LGBT,Pro-Women's Rights,Democrat,A little positive,No,No,Yes,Yes
R_sqkeDPq2xnA5rPj,Liberal ,Progressive ,Liberal ,Helpful,Independent,A little positive,No,No,Yes,No
R_1hEaugbeXsUC6xl,Liberal,Intelligent,Understanding,Inclusive,Democrat,Very positive,No,Yes,No,No
R_2AZSnKXd0E0fXIm,Liberal,Liberal,Liberal,Liberal,Republican,Neither positive nor negative,No,No,No,No
R_2rTwv9nv3E4Dl3z,Liberals,Feminists,Gays,Poor People,Republican,A little negative,No,No,No,Yes
R_bwI0Va5Be3AH5MV,White,Male,Rich,Southern,Republican,Very negative,Yes,No,No,Yes
R_0fHPW2I99LLyk9T,Religious people,Open-minded,Uneducated,Young,Republican,A little negative,No,No,No,Yes
R_1nVMcwASAT8yIZ7,Liberal,Weak-on-defense,Big-spenders,Self-righteous,Republican,Very negative,No,Yes,Yes,No
R_3w9DKVfVXxYsuIN,Liberal,Pro-Women's Rights,Pro-Choice,Pro-Immigration,Independent,A little positive,No,No,Yes,Yes
R_skgGAPOgtwYVy2l,Liberal,Liberal,Liberal,Liberal,Republican,Neither positive nor negative,No,No,No,No
R_2rBZGgyFidPBTuX,Liberal,Female,Middle class,Old,Republican,Neither positive nor negative,No,No,No,Yes
R_1cUE8kabjU0XZgs,People in the lower classes ,Minorities ,Feminists ,Liberals,Republican,Neither positive nor negative,No,No,No,Yes
R_8p0ldj5rXgAaAfj,Liberal,University Student/Faculty,Leftist,Anti-Culture i,Republican,Very negative,Yes,No,No,Yes
R_Thc0qXxk9tmx0hX,Female,Liberal,Middle-class,Middle-aged,Independent,Neither,No,No,No,Yes
R_0kdBYeeEmPgZRuB,people who believe in equal rights for all,people who care about the environment,people who believe in the rights of corporations over people,people who believe in the separation of church and state,Independent,Neither positive nor negative,No,No,Yes,No
R_7O0iaic0dYodzBr,Liberal/progressive,Young/young-ish,Educated/college-educated,Urban/suburban/downtown,Independent,Neither positive nor negative,No,No,No,Yes
R_2D6MLa90NYYuIzh,Liberal,Pro-Choice,Pro-Gay,Pro-Public Education,Independent,A little positive,No,No,Yes,Yes
R_3rHSsxYgpVu8Lzv,White people,People who have college degrees,People who are middle-class or on the upper end of the working class,People who are not conservative Christian,Independent,Neither positive nor negative,No,No,No,Yes
R_dor5zUDIlw3eMrr,Poor people,Uneducated people,Unintelligent people,Black people,Republican,Very negative,Yes,No,No,Yes
R_5A7RSrWuTYdqQPb,Uninformed ,More Liberal than I am ,Young ,Idealistic,Republican,A little negative,No,Yes,No,Yes
R_OroCIOn4wN9tCdb,Liberal ,Wealthy ,Young ,Female,Republican,A little negative,No,No,No,Yes
R_8Igth0MI3OP6irz,Liberal,Black,Elderly,Poor,Republican,A little negative,No,No,No,Yes
R_OsdwndwvWji4T7z,Liberal,Progressive,Independent,Female,Independent,Neither,No,No,No,Yes
R_3nPFmekKrvrScLE,Liberal,Female,Upper-class,Old,Republican,A little negative,No,No,No,Yes
R_1ri8DYigNx1WSDW,Liberals,Socialists,Out of touch,Elitist,Republican,Very negative,Yes,Yes,Yes,No
R_0P1koNuBT7ZjXVz,Liberal,Democrat,Male,Middle-class,Independent,Neither,No,No,No,Yes
R_290to0uYYkR7O5s,Liberal,Socialistic,Racist,Ignorant,Republican,Very negative,Yes,Yes,Yes,Yes
R_1IAzXDJQL6snOaI,Liberal,Intellectual,Young,Educated,Independent,A little positive,No,No,No,Yes
R_1KjLJpAS9fpo5Mx,Progressive,Working class,Liberal,For the people,Democrat,A little positive,No,No,No,No
R_1FPXzkTdBacbRyC,Intelligent ,Accepting ,Fair-minded ,Progressive,Democrat,Very positive,No,Yes,No,No
R_vAGvRzRFRK2hQVr,Liberals ,Democrats ,Un-American ,Liberal Democrats,Republican,Very negative,Yes,No,No,Yes
R_29KtbIk6c8uzbPD,Open-minded ��� I have no problem with Democrats who have a different view of the world than I do. I actually find it quite refreshing.,"Liberal ��� I know that this word gets thrown around quite a bit, but I do not see it as a negative. Rather, I view it as a positive. As Americans, we are all liberals with regard to social issues. We believe in liberty and equality. We believe that everyone deserves to be treated fairly. The only difference is that some of us are more liberal than others (meaning that we are more progressive).",,,Independent,Very positive,No,Yes,No,No
R_1gCj9wLRdOVAULt,Open-minded,Liberal,Social,Socially conscious,Independent,A little positive,No,Yes,No,No
R_z39fYjpw7dvw1Ox,Liberal,Poor,Young,Male,Republican,A little negative,No,No,No,Yes
R_3fRFG4YyY228tmd,Liberal in the American sense,Smart,Young,Female,Independent,Neither positive nor negative,No,No,No,Yes
R_ePP2vWVVaIxy4rT,Liberal,Intelligent,Idealistic,Left-wing,Independent,A little positive,No,No,Yes,No
R_240BqVCdQQj5r3O,Middle-Class,Liberal,Liberal,Liberal,Republican,A little negative,Yes,No,No,No
R_3yfzJPSRyBXhpLD,Poor,Ignorant,Minority,Young,Republican,Very negative,Yes,No,No,Yes
R_3JIW3K1yFyb12Lk,Liberals,Democrats,The Poor,Minorities,Republican,Neither positive nor negative,No,No,No,Yes
R_3FaHMjHs0MbnQvH,Liberal,Open-minded,People-oriented,Idealistic,Independent,A little positive,No,Yes,No,No
R_3dYiypxR575GEgl,Wealthy ,Liberal ,Intelligent ,Privileged,Republican,A little positive,No,No,No,Yes
R_3pnBUTCA0w2SqAa,Open-minded,Liberal,Pro-environment,Young,Democrat,A little positive,No,No,Yes,No
R_0HQBgJm7GmMFYzj,Rich,Young,Liberal,Female,Republican,Neither positive nor negative,No,No,No,No
R_bjSFMBBc1fjQSTT,Liberal,Young,Female,Middle-class,Independent,Neither positive nor negative,No,No,No,Yes
R_0lhvuUnQTrbEYbb,Liberal ,West Coast ,Young ,Urban,Independent,Neither positive nor negative,No,No,No,Yes
R_bfoPPmyFnA0WtgN,Liberal,Democrat,Female,Young,Independent,Neither positive nor negative,No,No,No,Yes
R_3NwgzmEINBzQOq3,Liberals ,Uneducated ,Government ,Socialists,Republican,Very negative,Yes,No,Yes,No
R_1gSy9YAN163jioY,Liberal,Young,Female,Poor,Republican,A little negative,No,No,No,Yes
R_2w781fGZersAfNL,People who are obsessed with race,People who are obsessed with class,People who are obsessed with gender,People who are obsessed with sexual orientation,Republican,Very negative,Yes,No,No,Yes
R_6A6m0XrzEUwWSJ7,The poor ,Those who want to help others ,The oppressed ,Those who are intelligent,Democrat,A little positive,No,Yes,No,Yes
R_3g01Yp6JlWq6iou,Atheist or non-religious,Pro-abortion,Pro-gay marriage,Pro-affirmative action,Republican,A little negative,Yes,No,Yes,Yes
R_5arE7kxaaekDWYp,Liberal,Socialist,Racist,Pro-Islam,Republican,Very negative,Yes,No,Yes,Yes
R_3KC5rzoZFwtwxn4,Liberal ,Lazy ,Entitled ,Ignorant,Republican,Very negative,Yes,Yes,No,No
R_2OGAhNatah9MFi4,Poor,Young,Female,Black,Republican,A little negative,Yes,No,No,Yes
R_1LnDtQc9HGAQW2O,Young,Fiscally conservative,Poor,Female,Independent,Neither,No,No,Yes,Yes
R_1E5si7nr9iIRPIy,Liberal,Democrat,Republican,Young,Independent,Neither positive nor negative,No,No,No,Yes
R_2U5BKrgN6OiK29t,young ,urban,liberal ,black,Republican,Neither positive nor negative,No,No,No,Yes
R_3nTr7NgjfKvYpex,Liberal ,Feminist ,Progressive ,Activist,Independent,A little positive,No,No,No,Yes
R_b41EnwLqhaNwa57,Liberal ,Moderate ,Female ,Young The Republican Party,Independent,Neither positive nor negative,No,No,No,Yes
R_3ekpROlbWQaUvB1,Liberals,Democrats,Uncommitted voters,People who feel disenfranchised,Independent,Neither positive nor negative,No,No,No,Yes
R_2QytgtOwRJ8SNCh,Pro-choice,Pro-same-sex marriage,Anti-war,Pro-taxes in support of social programs,Independent,Neither positive nor negative,No,No,Yes,No
R_3oBEWVR7rm5msmx,Compassionate,Caring,Liberty,Communitarian,Independent,Very positive,No,Yes,No,No
R_eqXqsT2yNr3xTY9,Weak,Liberal,Uneducated,Stupid,Republican,Very negative,Yes,Yes,No,No
R_4I46G85lXoyKrNX,compassionate  ,intolerant  ,tolerant  ,liberal,Independent,Neither positive nor negative,No,Yes,No,No
R_b3XZlG2eTanZnJH,Ignorant,Forgiving,,,Republican,Very negative,Yes,Yes,No,No
R_4GcYtZdzRvC0uIl,Liberal,Female,Young,Poor,Republican,A little negative,No,No,No,Yes
R_27jJEtz25JCtl38,Liberals,Young,Women,Middle-class,Independent,Neither positive nor negative,No,No,No,Yes
R_cAc64hlrxX6P8xL,Liberals,,,,Republican,Neither positive nor negative,No,No,No,No
R_3efMNAcZ8mlyMPk,Liberal ,Progressive ,Female ,Young,Independent,Neither positive nor negative,No,No,No,Yes
R_2PApSiRiJKUrXwN,Liberal/progressive/leftist,Democrat,Government,More,Republican,Neither positive nor negative,No,No,Yes,No
R_33xtAubZsYFktas,Liberal ,Female ,Young ,Middle-class,Independent,Neither positive nor negative,No,No,No,Yes
R_2zkjtuXJWCHoLJy,Liberal,Progressive,Democrat,Male,Independent,Neither positive nor negative,No,No,No,No
R_6xRmQmQ5DhQo6jz,Open,Intelligent,Liberal,Progressive,Democrat,A little positive,No,Yes,No,No
R_3fSOoj35Blm8XsO,Pro-choice,Anti-gun,Pro-union,Pro-gay rights,Republican,Neither positive nor negative,No,No,Yes,Yes
R_etavy2TpSsxuNtb,Civil rights,Equality,Diversity,Social programs,Democrat,A little positive,No,No,Yes,No
R_9z6wRoloq0u7Rit,Liberal,Young,Female,Urban,Independent,Neither positive nor negative,No,No,No,Yes
R_4ZbuqlJMF7c4VU1,Anti-gun,Liberal,Not very intelligent,Self-righteous,Republican,Very negative,Yes,Yes,Yes,No
R_3MhA8Yga7hjhaeo,Liberal,,,Liberal,Republican,Neither positive nor negative,No,No,No,No
R_1jj5RGzQYrTj2F2,Young,Liberal,Rich,Female When I am asked to write down four words that typically describe people who support the Republican Party,Republican,A little negative,No,No,No,Yes
R_8qBFCuHhVamhJuB,Poor,Losers,Freeloader,Lazy,Republican,Very negative,Yes,Yes,No,No
R_eA8s2SHIquinto9,Liberal,"Intelligent (i.e., educated, intellectual)","Educated (i.e., intellectual)",Socially conscious,Democrat,Very positive,No,No,No,No
R_0qPEN78cegmoKnb,Hates Republicans,Hates Republicans,Hates Republicans,Hates Republicans,Republican,Very negative,Yes,No,No,Yes
R_3t4OptyWy8Uddrv,Liberal,Pro-choice,Intellectual,Concerned,Independent,A little positive,No,No,Yes,No
R_6sACQsGtqhlS1ox,Liberal ,Non-religious ,Unattached to organized religion ,Educated,Republican,Neither positive nor negative,No,No,No,Yes
R_3fpJ84aWkU15tCP,Liberals ,Democrats ,Intellectuals ,Educated,Independent,A little positive,No,No,No,Yes
R_xzQtqUVn7Jwqs8x,Liberal,Educated,People who want to help those less fortunate,People who want to help the environment,Independent,Very positive,No,No,Yes,No
R_2BfXrgDdRQYSsJt,Poor ,Female ,Liberal ,Young,Republican,A little negative,Yes,No,No,Yes
R_3noPbL3HSMCgA1K,Liberals,Democrats,Left-wingers,Progressives,Independent,Neither positive nor negative,No,No,No,Yes
R_aXgG217rbaRfBVX,Generous ,Liberal ,Open-minded ,Intelligent,Democrat,A little positive,No,Yes,No,No
R_9pLW3mx0lm3fcoZ,Leftist,Liberal,Washington,Politician,Republican,A little negative,No,No,Yes,No
R_9Fy2uWRvtBBSouh,Liberal,Female,Young,Poor,Republican,A little negative,No,No,No,Yes
R_3EisUZNMJVZcUJv,People who are unable or unwilling to take personal responsibility for their actions,People who believe that if you cannot provide for yourself,People who believe that if you cannot afford health insurance,People who believe that if you cannot afford to feed your child,Republican,Very negative,Yes,Yes,Yes,No
R_2roTjtMqw57GnRW,Female,Poor,Liberal,Democrat,Republican,A little negative,Yes,No,No,Yes
R_1DRL6HY6jPzrRlN,Liberal extreme or radical,Diverse meaning the party is made up of people of many different races,Pro-rich meaning the party wants the rich to pay more taxes,Pro-poor meaning the party wants to help the poor,Independent,Neither positive nor negative,No,No,Yes,Yes
R_290rMDDOIijKBbl,Liberal,Poor,Minority,Young,Republican,A little negative,No,No,No,Yes
R_C7GlP5Qtd023xx7,Liberal,Uninformed,Anti-Military,Arrogant,Republican,Very negative,Yes,Yes,Yes,No
R_6WHnSykRHK4XLs9,Female,Liberal,Young,Communist,Republican,Very negative,Yes,No,Yes,Yes
R_27vv9bqeGFXABQY,Politically correct,,,,Republican,A little negative,No,No,No,No
R_e3xmwyBXkb4GXit,Liberal,Aggressively Progressive,Socialist,Clueless,Republican,Very negative,Yes,Yes,Yes,No
R_xlxIC4jsM1YDI9b,Non-religious people,Non-hierarchical people,Anti-establishment people,Anti-corporate people,Independent,Neither positive nor negative,No,No,No,No
R_cHZuU1UNpAFpUqt,People who are not white,People who are not rich,People who are not men,People who are not heterosexual,Republican,A little negative,Yes,No,No,Yes
R_3nj9IvakL5iM9rj,Religious,Liberal,Young,Female,Republican,Neither positive nor negative,No,No,No,Yes
R_REUSey2f7ybHejD,Pessimists ,Anti-corporation ,People who want to be victims ,People who are not open-minded,Republican,Very negative,Yes,Yes,No,No
R_Tw5HtQEP6lRDGxP,Liberal ,Young ,Female ,Educated,Independent,A little positive,No,No,No,Yes
R_usPazB9MGGV9arn,Liberal ,Open-minded ,Intelligent ,Young,Democrat,A little positive,No,Yes,No,No
R_0lfLVxOjGyuADdP,Liberals ,Leftists ,Democrats ,Socialists,Republican,Neither positive nor negative,No,No,No,Yes
R_552fZE63Bw0POXX,Feminism,Open-mindedness,Atheism,Secularism,Independent,Neither positive nor negative,No,No,No,No
R_3gYnKht22Mxjcpy,Anti-war,Environmentalist,Progressive,Fairness,Democrat,A little positive,No,No,Yes,No
R_24kEl6Bkob7v4lq,Younger than I am ,Less poor than I am ,More liberal than I am ,Smarter than I am,Republican,Neither positive nor negative,No,Yes,No,Yes
R_0IAikYTUb6yFtsZ,Liberal ,Dependable ,Charitable ,Compassionate,Democrat,Very positive,No,Yes,No,No
R_2cvhyJXq5wCXmLf,open-minded,tolerant,progressive,compassionate,Democrat,Very positive,No,Yes,No,No
R_1oIwwaLGx3PYHvi,Liberal,Progressive,Democrat,Socialist,Republican,A little negative,Yes,No,No,No
R_3kBexP95szDKtDw,Liberal,open-minded,tolerant,compassionate,Democrat,A little positive,No,Yes,No,No
R_2Vfkbm1WoSAMpAi,Rich ,Liberal ,Weak ,Happy,Republican,A little negative,No,Yes,No,No
R_1qW1Fnk627a6RB2,Pro-Choice,Pro-Gay,Pro-Science,Pro-Pot,Independent,A little positive,No,No,Yes,Yes
R_vAcEf7pCtqgBvcl,Educated ,Lazy ,Racist ,Entitled,Republican,Very negative,Yes,Yes,No,No
R_31MWIleVElCilax,Poor ,Young ,Female ,Black or Hispanic,Republican,A little negative,Yes,No,No,Yes
R_2w649rkrXHLMfvw,anti-American,,,,Republican,Very negative,Yes,No,No,No
R_3sIZHn5r5ilMlbD,Intelligent ,Open-minded ,Charitable ,Liberal,Democrat,Very positive,No,Yes,No,No
R_0j6UJpMHBRx0bxr,Poor ,Liberal ,Young ,Female,Republican,A little negative,No,No,No,Yes
R_30oXHzgWQtzox1V,Blacks,The poor,Immigrants,Homosexuals,Republican,Neither positive nor negative,No,No,No,Yes
R_4MyHODIz8AaIfNr,Liberal ,Liberal ,Liberal ,Liberal,Republican,Neither positive nor negative,Yes,No,No,No
R_4YhV67tdITjcY0l,Rich  I think that the majority of Democrats are not rich,Ugly  This is an odd way of describing people,Stupid  I suppose that some Democrats may be stupid,Evil  I suppose that some Democrats may be evil,Republican,Very negative,Yes,Yes,No,Yes
R_eQ0Km1ClWIfLT6J,Liberal,Democrat,Liberal,Web,Independent,Neither,No,No,No,No
R_8q6S9sWndGILB0p,Liberal,Democrat,Hispanic,Female,Independent,Neither positive nor negative,No,No,No,Yes
R_QbPfHEAOFiTmscV,People who are irresponsible,People who are irresponsible and lazy,People who are irresponsible,People who are irresponsible,Republican,Very negative,Yes,Yes,No,No
R_5ATbRbQueHlUoTj,Liberal,Liberal,Liberal,Liberal,Republican,A little negative,Yes,No,No,No
R_2DTbyZpNY8OprIO,Female ,Urban ,Rich ,Liberal I am asked to write down four words that typically describe people who support the Republican Party,Democrat,Neither,No,No,No,Yes
R_3WeZEvPNWGlgkyR,Not racist,Pro-choice,Progressive,Liberal,Independent,A little positive,No,No,Yes,No
R_2SDCdDNtgmCAexy,Poor see above,Uninformed,Liberal,Female,Republican,Very negative,Yes,No,No,Yes
R_1owliOuKnNnAP5I,Liberals,Democrats,The poor,Women,Republican,Neither positive nor negative,No,No,No,Yes
R_3R75eHE8TXYvn3T,Liberal ,Female ,Poor ,Old,Republican,A little negative,No,No,No,Yes
R_6kQNBOplyGKtIJD,Pro-choice,Pro-gay marriage,Pro-medical marijuana,Pro-affirmative action,Independent,A little positive,No,No,Yes,Yes
R_26axrhmS11AtUCu,People who are liberal,People who are Democrats,People who are left,People who are liberal Democrats,Independent,Neither positive nor negative,No,No,No,Yes
R_2sIdf7I7S0rc8Bf,Intelligent,Liberal,Educated,Informed,Democrat,Very positive,No,No,No,No
R_31vdrXLNneVmblF,Anti-corporate,Pro-gay,Pro-minority,Anti-Bush,Independent,Neither positive nor negative,No,No,Yes,Yes
R_5A0O8TYkf5VZXA9,Liberal,Progressive,Activist,Intellectual,Independent,A little positive,No,No,No,No
R_sNfvKIOVMTRcc6t,Pro-choice ,Pro-gay ,Pro-gun control ,Pro-Affirmative Action,Republican,Neither positive nor negative,No,No,Yes,Yes
R_2Byx8SjSlbQkgJl,Rich,Uneducated,Young,Black,Republican,A little negative,No,No,No,Yes
R_30kl6uwpvEzPAuv,Liberal,Open-minded,Under-educated,Intellectual,Republican,A little negative,No,Yes,No,No
R_8cZaUOd2000V2Kh,The poor,The unemployed,Those who are liberal,Those who are liberal,Independent,Neither positive nor negative,No,No,No,Yes
R_3dGqASf4UsgAM8e,Liberal,Intolerant,Stupid,Arrogant,Republican,Very negative,Yes,Yes,No,No
R_8kzMoy7psaT01Mx,Liberal,Young,Pro-Choice,Pro-Immigration,Independent,Neither positive nor negative,No,No,Yes,No
R_5cez1SU9Xf1sCyh,Liberal and I use liberal as a pejorative,Elitist ,Utopian,Anti-business I leave it to the reader to determine whether or not the following provides examples of anti-business,Republican,Very negative,Yes,Yes,Yes,No
R_eKdRurgE3Jfh0EZ,Racist ,Homophobic ,Low-class ,Violent,Republican,Very negative,Yes,Yes,No,Yes
R_3EQNGXXJNmlfd8G,Black,Whining,Poverty,Foreign,Republican,Very negative,Yes,No,No,Yes
R_bjbul7zsEJzEyvr,Progressive,Liberal,Conservative,Mature,Independent,Neither positive nor negative,No,No,No,No
R_6Mzzn9epHMW0hlX,Progressive,Liberal,Pro-Choice,Benefactors,Independent,A little positive,No,No,Yes,No
R_1hMxKu0O6fQR0zp,Liberals ,Poor ,Female ,Young,Republican,A little negative,No,No,No,Yes
R_pJz30AbqTtyFxMR,Liberal ,Democratic ,Male ,Middle-class,Independent,Neither positive nor negative,No,No,No,Yes
R_0BCgFTell8CMLFH,Socialists,Hippies,Liberals,Anti-war,Republican,A little negative,No,No,Yes,Yes
R_2wKuGJrIIgAGFv8,Open-minded,Liberal,Intelligent,Democratic,Democrat,Very positive,No,Yes,No,No
R_43dIFAvYnZcONql,Liberal,,,Old,Republican,A little negative,No,No,No,No
R_06wiz5IHFAk9qEB,Poor,Stupid,Racist,Weak,Republican,Very negative,Yes,Yes,No,No
R_2cd3GwFc6vXHdk9,Old white dudes,The poor,Rich white dudes,Pussies I was raised in the South,Republican,Very negative,Yes,No,No,Yes
R_bCKIOengzo7bGbD,Liberal,Young,Wealthy,Give away free stuff,Republican,A little negative,No,No,No,Yes
R_3meif2JLLYariIO,Liberal ,Intelligent ,Elitist ,Smart,Independent,A little positive,No,No,No,No
R_0AlwjhmfYCc5RhH,Liberal/Left,Socialistic,Pro-choice,Compassionate,Republican,A little positive,No,Yes,Yes,No
