caseid,system,prompt,response,refusal,word1,word2,word3,word4,partyid,pos_neg,extreme,personality,policy,social_groups
R_33ptwEI6XxIF6XU,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as extremely liberal. Politically, you are a strong Democrat. You are male. Financially, you are middle-class. In terms of my age, you are old. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.","Progressive, Socially conscious, Rational, Empathetic",No,Progressive,Socially,Rational,Empathetic,Democrat,A little positive,No,No,No,No
R_1E5si7nr9iIRPIy,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as moderate. Politically, you are an independent. Racially, you are Hispanic. You are female. Financially, you are middle-class. In terms of my age, you are middle-aged. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Liberal Progressive Socialist Democratic,No,Liberal,Progressive,Socialist,Democratic,Independent,Neither positive nor negative,No,No,Yes,No
R_1HkRtzhBJlMXfAZ,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as moderate. Politically, you are an independent. You are female. Financially, you are poor. In terms of my age, you are old. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Liberal Progressive Socialist Left,No,Liberal,Progressive,Socialist,Left,Republican,A little negative,No,No,Yes,No
R_1hWsNb7M9IPFuOZ,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as moderate. Politically, you are an independent. You are male. Financially, you are middle-class. In terms of my age, you are young. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Liberal Progressive Tolerant Open,No,Liberal,Progressive,Tolerant,Open,Independent,A little positive,No,No,No,No
R_0ooqDSqghoGkUlL,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as conservative. Politically, you are an independent. You are male. Financially, you are middle-class. In terms of my age, you are middle-aged. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Liberal Progressive Socialist Democrat,No,Liberal,Progressive,Socialist,Democrat,Republican,A little negative,Yes,No,Yes,No
R_2WuwkmG97BWGFIZ,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as moderate. Politically, you are a weak Republican. You are female. Financially, you are middle-class. In terms of my age, you are old. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Liberal Progressive Socially,No,Liberal,Progressive,Socially,NONE,Independent,Neither positive nor negative,No,No,Yes,No
R_2BljwoiOd6Fv8sl,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as slightly conservative. Politically, you are a weak Democrat. You are female. Financially, you are upper-class. In terms of my age, you are middle-aged. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Liberal Socialist Progressive Activist,No,Liberal,Socialist,Progressive,Activist,Republican,Neither positive nor negative,No,No,Yes,No
R_24kEl6Bkob7v4lq,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as slightly liberal. Politically, you are a strong Democrat. You are male. Financially, you are very poor. In terms of my age, you are old. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Progressive Free Thinking,No,Progressive,Free,Thinking,NONE,Independent,A little positive,No,No,No,No
R_1I4PfSNWRhsIFCV,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as liberal. Politically, you are a strong Democrat. You are female. Financially, you are upper-class. In terms of my age, you are middle-aged. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.","Progressive, Outspoken, Caring, Activist",No,Progressive,Outspoken,Caring,Activist,Independent,A little positive,No,Yes,No,No
R_u3S1ovTn6UHusJX,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as extremely liberal. Politically, you are a strong Democrat. You are female. Financially, you are very poor. In terms of my age, you are old. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.","Progressive, activist, emotional, compassionate",No,Progressive,activist,emotional,compassionate,Independent,A little positive,No,Yes,No,No
R_1ladAtViEdR3dFO,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as moderate. Politically, you lean towards Democrats. You are male. Financially, you are middle-class. In terms of my age, you are young. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.","Liberal, Progressive, Openminded",No,Liberal,Progressive,Openminded,NONE,Independent,A little positive,No,Yes,No,No
R_5coTUJhV4qWKeQh,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as conservative. Politically, you are a weak Republican. You are male. Financially, you are poor. In terms of my age, you are young. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Liberal Progressive Socialist Activist,No,Liberal,Progressive,Socialist,Activist,Republican,A little negative,No,No,Yes,No
R_XMpNdVFJqTAeQaB,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as moderate. Politically, you are an independent. You are male. Financially, you are poor. In terms of my age, you are old. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Liberal Progressive Socialist Caring,No,Liberal,Progressive,Socialist,Caring,Republican,A little positive,Yes,Yes,Yes,No
R_3Dhi4mirPe3x4gz,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as liberal. Politically, you lean towards Democrats. Racially, you are Hispanic. You are female. Financially, you are middle-class. In terms of my age, you are young. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.","Progressive, passionate, tolerant, idealistic",No,Progressive,Passionate,Tolerant,Idealistic,Democrat,A little positive,No,Yes,No,No
R_55cET8XmcEsYg5f,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as liberal. Politically, you are a strong Democrat. Racially, you are Hispanic. You are female. Financially, you are poor. In terms of my age, you are middle-aged. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",progressive social justice,No,progressive,social,justice,NONE,Independent,Neither positive nor negative,No,No,Yes,Yes
R_bE0vvMsI5VAwMBX,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as slightly liberal. Politically, you are a strong Democrat. You are female. Financially, you are middle-class. In terms of my age, you are old. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Progressive Urban Social,No,Progressive,Urban,Social,NONE,Independent,Neither positive nor negative,No,No,Yes,Yes
R_SJZ2qcI0NKZbbtD,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as slightly liberal. Politically, you are a weak Democrat. You are female. Financially, you are upper-class. In terms of my age, you are middle-aged. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Progressive liberal leftists,No,Progressive,liberal,leftists,NONE,Republican,Very negative,Yes,No,Yes,No
R_O36nDi6CNklj2s9,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as moderate. Politically, you lean towards Rebublicans. You are male. Financially, you are poor. In terms of my age, you are old. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Liberal Peaceful Progressive Activist,No,Liberal,Peaceful,Progressive,Activist,Independent,A little positive,No,No,Yes,No
R_OroCIOn4wN9tCdb,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as extremely conservative. Politically, you are a strong Republican. You are male. Financially, you are poor. In terms of my age, you are old. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Liberal Open-minded Progressive Social,No,Liberal,Open-minded,Progressive,Social,Independent,A little positive,No,No,Yes,No
R_3QYjIpjivEaEvIZ,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as liberal. Politically, you lean towards Democrats. You are male. Financially, you are poor. In terms of my age, you are young. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.","Progressive, Socially conscious, Articulate, Activist",No,Progressive,Socially,conscious,Articulate,Democrat,A little positive,No,Yes,No,No
R_3hAVY2N2AqCCgSs,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as moderate. Politically, you are an independent. You are female. Financially, you are middle-class. In terms of my age, you are young. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Liberal Progressive Social,No,Liberal,Progressive,Social,NONE,Republican,Neither positive nor negative,No,No,Yes,Yes
R_272r5l2KADKgTUp,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as moderate. Politically, you are a strong Republican. You are male. Financially, you are poor. In terms of my age, you are middle-aged. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Liberal Elitist Socialists,No,Liberal,Elitist,Socialists,NONE,Republican,Very negative,Yes,No,Yes,No
R_1eIFkc6C88txjdl,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as conservative. Politically, you are a strong Republican. You are female. Financially, you are poor. In terms of my age, you are old. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Liberal. Progressive. Outward. Open-minded.,No,Liberal,Progressive,Outward,Open-minded,Independent,A little positive,No,Yes,No,No
R_3rFWIehzvBGuVcY,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as liberal. Politically, you lean towards Democrats. You are female. Financially, you are upper-class. In terms of my age, you are middle-aged. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.","Progressive, Open-minded, Compassionate, Inclusive",No,Progressive,Open-minded,Compassionate,Inclusive,Democrat,Very positive,No,Yes,No,No
R_2DM2jAo7JvhnwMx,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as extremely liberal. Politically, you are a strong Democrat. You are male. Financially, you are middle-class. In terms of my age, you are young. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.","Progressive, Liberal, Socially",No,Progressive,Liberal,Socially,NONE,Independent,Neither positive nor negative,No,No,No,No
R_31hoR3CxwjnmQ6r,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as slightly liberal. Politically, you are an independent. You are female. Financially, you are middle-class. In terms of my age, you are young. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.","Progressive, Openminded, Liberal, Social",No,Progressive,Openminded,Liberal,Social,Democrat,A little positive,No,No,No,No
R_3pf17yxkygS8f3c,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as slightly conservative. Politically, you are a weak Republican. You are female. Financially, you are middle-class. In terms of my age, you are middle-aged. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Liberal Progressive Socialist Activist,No,Liberal,Progressive,Socialist,Activist,Republican,A little negative,No,No,Yes,No
R_1CCOX8IQ5J2I9h8,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as conservative. Politically, you are a weak Republican. You are female. Financially, you are middle-class. In terms of my age, you are young. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.","Progressive, liberal, activist",No,Progressive,liberal,activist,NONE,Independent,Neither positive nor negative,No,No,No,No
R_3sAmzLepClV9E9Q,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as slightly conservative. Politically, you lean towards Rebublicans. You are male. Financially, you are middle-class. In terms of my age, you are middle-aged. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.","Progressive, Liberal, Socialist",No,Progressive,Liberal,Socialist,NONE,Republican,A little negative,No,No,Yes,No
R_3OdjlaZ48Xazmm8,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as conservative. Politically, you are a strong Republican. You are female. Financially, you are middle-class. In terms of my age, you are old. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Liberally educated progressives,No,Liberally,educated,progressives,NONE,Republican,Neither positive nor negative,No,No,No,No
R_2QWYGyDZ9Vgw7Fp,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as slightly liberal. Politically, you are a strong Democrat. Racially, you are Hispanic. You are male. Financially, you are upper-class. In terms of my age, you are middle-aged. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.","Progressive, Environmentalist, Educated, Activist",No,Progressive,Environmentalist,Educated,Activist,Independent,A little positive,No,No,Yes,No
R_33BXfOgORURwLoH,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as extremely liberal. Politically, you are a strong Democrat. You are male. Financially, you are poor. In terms of my age, you are old. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.","Progressive, Liberal, Democratic, Activist",No,Progressive,Liberal,Democratic,Activist,Independent,Neither positive nor negative,No,No,No,No
R_1DCNeSemIsskO0W,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as slightly liberal. Politically, you are a strong Republican. You are male. Financially, you are poor. In terms of my age, you are young. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Liberal Progressives Leftists Socialites,No,Liberal,Progressives,Leftists,Socialites,Republican,Neither positive nor negative,No,No,No,No
R_1KjLJpAS9fpo5Mx,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as slightly liberal. Politically, you are a weak Democrat. You are male. Financially, you are upper-class. In terms of my age, you are middle-aged. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.","Progressive, tolerant, open-minded, socially",No,Progressive,tolerant,open-minded,socially,Independent,A little positive,No,Yes,No,No
R_3nPFmekKrvrScLE,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as liberal. Politically, you are a strong Democrat. You are female. Financially, you are upper-class. In terms of my age, you are middle-aged. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.","Progressive, Liberal, Activist, Urbanite",No,Progressive,Liberal,Activist,Urbanite,Independent,Neither positive nor negative,No,No,No,Yes
R_1gnWxSKOsplYOm4,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as conservative. Politically, you are an independent. You are male. Financially, you are middle-class. In terms of my age, you are old. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Liberal Progressive Activist Socialist,No,Liberal,Progressive,Activist,Socialist,Republican,A little negative,Yes,No,Yes,No
R_1EjjLYroxsR5qTp,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as liberal. Politically, you are a strong Republican. Racially, you are Hispanic. You are female. Financially, you are very poor. In terms of my age, you are young. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.","Progressive, liberal, Democratic",No,Progressive,liberal,Democratic,NONE,Independent,Neither positive nor negative,No,No,No,No
R_1ri8DYigNx1WSDW,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as moderate. Politically, you are an independent. You are male. Financially, you are poor. In terms of my age, you are young. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Liberal Progressive Social,No,Liberal,Progressive,Social,NONE,Independent,A little positive,No,No,No,No
R_0Ti8MpZRQw8MIpj,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as liberal. Politically, you are a weak Democrat. You are female. Financially, you are poor. In terms of my age, you are old. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Liberally inclined Americans,No,Liberally,inclined,Americans,NONE,Independent,Neither positive nor negative,No,No,No,Yes
R_1QN2HJ8ITrxOhzR,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as conservative. Politically, you are a strong Democrat. You are female. Financially, you are middle-class. In terms of my age, you are young. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Liberal Progressive Progressive,No,Liberal,Progressive,Progressive,NONE,Independent,Neither positive nor negative,No,No,No,No
R_240BqVCdQQj5r3O,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as liberal. Politically, you are a strong Democrat. You are female. Financially, you are middle-class. In terms of my age, you are young. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Liberal Progressive Open,No,Liberal,Progressive,Open,NONE,Independent,A little positive,No,No,No,No
R_1LiJTLVmbjs5GZr,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as extremely liberal. Politically, you are a strong Democrat. You are male. Financially, you are middle-class. In terms of my age, you are old. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Liberal. Progressive. Socialist. Democratic.,No,Liberal,Progressive,Socialist,Democratic,Republican,A little negative,No,No,Yes,No
R_2qeKNW5kF6ZeXO4,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as liberal. Politically, you are a weak Democrat. You are male. Financially, you are middle-class. In terms of my age, you are middle-aged. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Liberal Progressives Activists Democrats,No,Liberal,Progressives,Activists,Democrats,Independent,A little positive,No,No,Yes,No
R_3oHgOEsi2ih5ZLj,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as moderate. Politically, you are a weak Democrat. Racially, you are Hispanic. You are female. Financially, you are middle-class. In terms of my age, you are young. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Liberal Progressive Socialist Activist,No,Liberal,Progressive,Socialist,Activist,Republican,A little negative,No,No,Yes,No
R_8APnqSCnlvJaChX,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as liberal. Politically, you are a strong Democrat. You are male. Financially, you are very poor. In terms of my age, you are middle-aged. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.","Progressive, compassionate, outgoing, activists",No,Progressive,Compassionate,Outgoing,Activists,Independent,A little positive,No,Yes,No,No
R_1Klt9BLSCGsvsps,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as liberal. Politically, you are a strong Democrat. You are male. Financially, you are middle-class. In terms of my age, you are middle-aged. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.","Progressive, Urban, Educated",No,Progressive,Urban,Educated,NONE,Republican,A little positive,No,No,No,Yes
R_2TTPufEec0fdvXH,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as slightly liberal. Politically, you are a weak Democrat. You are female. Financially, you are middle-class. In terms of my age, you are middle-aged. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.","Progressive, Affable, Open-minded, Empathetic",No,Progressive,Affable,Open-minded,Empathetic,Democrat,Very positive,No,Yes,No,No
R_1n18XbRb80ahZNU,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as extremely liberal. Politically, you are a strong Democrat. You are female. Financially, you are middle-class. In terms of my age, you are old. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.","Progressive, Socially Conscious, Liberal",No,Progressive,Socially,Conscious,NONE,Independent,A little positive,No,No,No,No
R_31MWIleVElCilax,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as slightly liberal. Politically, you lean towards Democrats. You are female. Financially, you are poor. In terms of my age, you are young. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Progressive. Activist. Liberal. Idealist.,No,Progressive,Activist,Liberal,Idealist,Independent,A little positive,No,No,No,No
R_OPZEcUG4XqTznJT,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as extremely conservative. Politically, you are a strong Republican. You are male. Financially, you are poor. In terms of my age, you are old. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Liberal Progressives Socialists,No,Liberal,Progressives,Socialists,NONE,Republican,Very negative,Yes,No,Yes,Yes
R_1pYf58vIlTFwf6a,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as moderate. Politically, you are an independent. You are female. Financially, you are middle-class. In terms of my age, you are old. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Progressive liberal social justice,No,Progressive,liberal,social,justice,Independent,A little positive,No,No,Yes,Yes
R_3k0rBekgQ2kNnBP,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as extremely liberal. Politically, you are a strong Democrat. Racially, you are Hispanic. You are male. Financially, you are upper-class. In terms of my age, you are old. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.","Progressive, compassionate, diverse, outspoken",No,Progressive,Compassionate,Diverse,Outspoken,Independent,Very positive,No,No,No,No
R_1OGMG0MkdusmrO6,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as conservative. Politically, you are a weak Republican. You are female. Financially, you are middle-class. In terms of my age, you are old. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Liberal Free Thinkers Always,No,Liberal,Free,Thinkers,Always,Independent,A little positive,No,Yes,No,No
R_Ow085Y67jw4bQqd,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as extremely liberal. Politically, you lean towards Democrats. Racially, you are Hispanic. You are male. Financially, you are middle-class. In terms of my age, you are middle-aged. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Progressive social activists,No,Progressive,social,activists,NONE,Independent,Neither positive nor negative,No,No,No,Yes
R_3KoqWgnBRBEsQY6,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as slightly liberal. Politically, you are a weak Democrat. You are female. Financially, you are middle-class. In terms of my age, you are middle-aged. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Liberal Progressive Open,No,Liberal,Progressive,Open,NONE,Independent,Neither,No,No,No,No
R_3P61XEH6bn4JNfW,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as extremely liberal. Politically, you are a weak Democrat. You are female. Financially, you are middle-class. In terms of my age, you are old. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Progressive. Open-minded. Socialist. Activist.,No,Progressive,Open-minded,Socialist,Activist,Independent,A little positive,No,No,Yes,No
R_d1flzZv9a1uyCcR,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as liberal. Politically, you are a strong Democrat. You are female. Financially, you are middle-class. In terms of my age, you are young. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Liberal Progressive Socialist Democrat,No,Liberal,Progressive,Socialist,Democrat,Republican,Very negative,Yes,No,Yes,Yes
R_330V8EG61SWip3K,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as liberal. Politically, you are a strong Democrat. You are female. Financially, you are upper-class. In terms of my age, you are old. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Progressive liberal passionate,No,Progressive,liberal,passionate,NONE,Independent,A little positive,No,Yes,No,No
R_yDV9VkGLji1GXvz,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as liberal. Politically, you are a weak Democrat. You are female. Financially, you are middle-class. In terms of my age, you are old. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.","Progressive, compassionate, diverse",No,Progressive,compassionate,diverse,NONE,Independent,A little positive,No,Yes,No,Yes
R_1rHSdM0WduV0rDD,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as extremely liberal. Politically, you are a weak Democrat. You are female. Financially, you are upper-class. In terms of my age, you are middle-aged. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.","Progressive, Socially, Tolerant, Empathetic",No,Progressive,Socially,Tolerant,Empathetic,Democrat,A little positive,No,Yes,No,No
R_3JIN2hljxgGIvjg,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as slightly liberal. Politically, you lean towards Democrats. You are female. Financially, you are upper-class. In terms of my age, you are young. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.","Progressive, diverse, open-minded, liberal",No,Progressive,diverse,open-minded,liberal,Independent,A little positive,No,No,No,Yes
R_3PFDyMHyjjipsK5,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as conservative. Politically, you are a weak Republican. You are female. Financially, you are poor. In terms of my age, you are middle-aged. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.","Progressive, Liberal, Socialist, Activist",No,Progressive,Liberal,Socialist,Activist,Republican,A little negative,Yes,No,Yes,No
R_eLNFKW7jwBTJPeV,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as extremely liberal. Politically, you lean towards Democrats. You are female. Financially, you are poor. In terms of my age, you are young. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.","Progressive, Idealistic, Socially",No,Progressive,Idealistic,Socially,NONE,Independent,Neither positive nor negative,No,No,No,No
R_1g5yz2Rb1N9jGEl,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as extremely liberal. Politically, you are a strong Democrat. Racially, you are Hispanic. You are male. Financially, you are middle-class. In terms of my age, you are middle-aged. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.","Progressive, Liberal, Activist, Humanitarian",No,Progressive,Liberal,Activist,Humanitarian,Democrat,Very positive,No,No,No,No
R_stFfMMZI7XRHijn,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as slightly liberal. Politically, you lean towards Democrats. You are female. Financially, you are upper-class. In terms of my age, you are old. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.","Progressive, diverse, compassionate, idealistic",No,Progressive,diverse,compassionate,idealistic,Democrat,A little positive,No,Yes,No,No
R_2PoHN11dyXV7D4C,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as extremely conservative. Politically, you are a strong Republican. You are female. Financially, you are upper-class. In terms of my age, you are middle-aged. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Liberal Progressives Socialists Activist,No,Liberal,Progressives,Socialists,Activist,Republican,A little negative,Yes,No,Yes,Yes
R_sRp8BLf2HOGTbvX,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as extremely liberal. Politically, you are a strong Democrat. You are male. Financially, you are poor. In terms of my age, you are middle-aged. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.","Progressive, diverse, social",No,Progressive,Diverse,Social,NONE,Independent,Neither positive nor negative,No,No,No,No
R_31nQmaRXziyhgXk,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as liberal. Politically, you are a strong Democrat. You are male. Financially, you are middle-class. In terms of my age, you are middle-aged. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.","Progressive, Liberal, Democratic, Left",No,Progressive,Liberal,Democratic,Left,Independent,Neither positive nor negative,No,No,Yes,No
R_2xPmpAaifFjpk8g,"Please continue the following text as though you are the person in question, and only respond with a list of 4 words: Ideologically, you describe yourself as conservative. Politically, you are a weak Democrat. You are male. Financially, you are middle-class. In terms of my age, you are middle-aged. ","When you are asked to write down four words that typically describe people who support the Democratic Party, you respond with: 1.",Progressive. Liberal. Open-minded. Idealistic.,No,Progressive,Liberal,Open-minded,Idealistic,Democrat,A little positive,No,No,No,No
