Unnamed: 0,word1,word2,word3,word4,ID,partyid,pos_neg,extreme,personality,policy,social_groups
501,liberal,immoral,entitlement,uneducated,R_2mntxLKP30aSDQh,Republican,Very negative,Yes,Yes,Yes,No
502,liberal,revenue,pro-choice,socialism,R_6QN4JmzplxxsGcl,Republican,A little negative,No,No,Yes,No
503,NONE,NONE,NONE,NONE,R_3K6s5svr5MgZvFP,Independent,Neither positive nor negative,No,No,No,No
504,NONE,NONE,NONE,NONE,R_3t4OptyWy8Uddrv,Independent,Neither,No,No,No,No
505,liberal,mindful,helpful,smart,R_3XgXRANhbvjFns9,Democrat,A little positive,No,Yes,No,No
506,NONE,NONE,NONE,NONE,R_1Fb2IRHeGX5RPVj,Independent,Neither positive nor negative,No,No,No,No
507,NONE,NONE,NONE,NONE,R_6SELacbX0orYiVf,Independent,Neither,No,No,No,No
508,liberal,NONE,NONE,NONE,R_bvIfmdzQBdEmR0N,Independent,Neither positive nor negative,No,No,No,No
509,liberal,working man,people,average,R_0OfccLDgcaary1D,Independent,A little positive,No,No,No,Yes
510,middle class,blue collar,racial,ethnic,R_5cez1SU9Xf1sCyh,Independent,Neither positive nor negative,No,No,No,Yes
511,liberal,progressive,forward,younger,R_03tnSHKv46S1jp3,Independent,A little positive,No,No,No,No
512,arrogant,sleazy,annoying,self righteous,R_3ReLLNmMxqpZbDL,Republican,Very negative,Yes,Yes,No,No
513,fake,dishonest,dumb,ignorant,R_bjiM6bgOo1kgX3L,Republican,Very negative,Yes,Yes,No,No
514,blacks,college,NONE,NONE,R_01ZssxT2aQg8nyt,Republican,Neither positive nor negative,No,No,No,Yes
515,liberal,pro-choice,gun control,north,R_9Y656VIHixe2bn7,Republican,Neither positive nor negative,No,No,Yes,No
516,know,NONE,NONE,NONE,R_bsFM10LHxZm7ITH,Republican,Very negative,Yes,No,No,No
517,caring,considerate,supportive,acknowledging,R_6PBVmwXyNBspwyx,Democrat,Very positive,No,Yes,No,No
518,liberal,blue collar,open-minded,regular,R_eeXCVmaKmVVfmHX,Independent,Neither positive nor negative,No,No,No,No
519,liberal,socialistic,spenders,talkers,R_3VN0Ml8itYTskIJ,Republican,A little negative,No,Yes,Yes,No
520,open-minded,liberal,caring,NONE,R_43dIFAvYnZcONql,Independent,A little positive,No,Yes,No,No
521,diverse,lala,soft,liberal,R_6SvQULYBxShcRRr,Republican,A little negative,Yes,No,No,Yes
522,liberal,intolerant,entitled,divisive,R_9StRWc5o019BsIl,Republican,Very negative,Yes,Yes,No,No
523,poor,happy,non racist,loyal,R_9ttspaVdrHL8djn,Independent,A little positive,No,Yes,No,No
524,honest,1,loyal,faithful,R_9Rh4IfIjZwP1plj,Independent,A little positive,No,Yes,No,No
525,inclusive,middle class,diverse,liberal,R_9ZBXcvcFpLbN7Ct,Democrat,A little positive,No,No,No,Yes
526,NONE,NONE,NONE,NONE,R_3VrkQVZBgVGVAzP,Independent,Neither positive nor negative,No,No,No,No
527,young,minority,liberal,progressive,R_em9YeDcRMDztyRL,Independent,Neither positive nor negative,No,No,No,Yes
528,NONE,NONE,NONE,NONE,R_4Uyvpo8G3r6rPfv,Independent,Neither positive nor negative,No,No,No,No
529,hard,NONE,NONE,NONE,R_0SXyT8u6N45VlIN,Republican,A little negative,No,Yes,No,No
530,radical,liberal,NONE,NONE,R_cP8E2vDjTyzpbwx,Republican,A little negative,Yes,No,No,No
531,welfare,dumb,gullible,narrow minded,R_bBg96iFuY79sHB3,Republican,Very negative,Yes,Yes,Yes,No
532,liberal,hippie,crunchy,granola,R_ePcXyfsm4NyQ8gl,Republican,A little negative,No,No,No,No
533,liberal,tax,gay,abortion,R_cTiC5GSOY2aYmDH,Republican,A little negative,Yes,No,Yes,Yes
534,woman,taxes,war,health,R_4YhV67tdITjcY0l,Republican,A little negative,No,No,Yes,Yes
535,liberal,confrontational,misguided,intolerant,R_6l0EVDPZXKApEEJ,Republican,Very negative,Yes,Yes,No,No
536,firm,racist,assertive,loud,R_9M3MyQ2Zw5D5Oex,Republican,Very negative,Yes,Yes,No,No
537,left,liberal,progressive,fair,R_8A4BSMcsHofyJcV,Independent,A little positive,No,No,No,No
538,young,poor,egalitarian,inexperienced,R_8HyDn0l7UgPV7Lf,Republican,A little negative,No,No,No,Yes
539,NONE,NONE,NONE,NONE,R_a2yTfcJgzVVNoXz,Independent,Neither positive nor negative,No,No,No,No
540,fair,open-minded,people of color,down to earth,R_88oYF95kI3kiFz7,Democrat,A little positive,No,Yes,No,Yes
541,educated,socially active,politically correct,optimistic,R_3J13gLSEnwFrXNP,Democrat,A little positive,No,No,No,No
542,good,nice,honest,bring,R_ewIulCaWPgt5v2l,Democrat,Very positive,No,Yes,No,No
543,educated,open-minded,caring,hopeful,R_6QgIaTuprrvVXqR,Democrat,Very positive,No,Yes,No,No
544,liberal,working,non working,union,R_7OmqZMur4R7ThQ1,Republican,Neither positive nor negative,No,No,No,Yes
545,liberal,progressive,multicultural,pro-union,R_2sIdf7I7S0rc8Bf,Independent,A little positive,No,No,Yes,Yes
546,NONE,NONE,NONE,NONE,R_0W0GDJn18aDgh01,Independent,Neither positive nor negative,No,No,No,No
547,liberal,middle class,NONE,NONE,R_9RFKRUGhgYHjMj3,Independent,Neither positive nor negative,No,No,No,Yes
548,liberal,minority,green,progressive,R_ahjiMPIW8WaVxm5,Independent,Neither positive nor negative,No,No,Yes,Yes
549,liberal,female,minority,NONE,R_0D7WkxunW1EhBt3,Republican,A little negative,No,No,No,Yes
550,liberal,caring,sharing,thoughtful,R_1LgBSVhQs3L60p7,Democrat,A little positive,No,Yes,No,No
551,progressive,hippies,liberal,open-minded,R_ahDKrT6l1XJyuEJ,Independent,A little positive,No,Yes,No,No
552,NONE,NONE,NONE,NONE,R_09gmdpfVf5Ydfdr,Independent,Neither positive nor negative,No,No,No,No
553,red,left,being fooled,gullible,R_8vpTZFQIBUE7Zkx,Republican,Very negative,Yes,Yes,No,No
554,liberal,varied,clinton,open-minded,R_8BNuamxK6Dwjmtf,Independent,Neither positive nor negative,No,No,No,No
555,thin,bold,none,trick,R_a2WHv62bu6JHarb,Republican,A little negative,Yes,No,No,No
556,phony,hippictis,liars,cheats,R_6naetVUzLPYo5Hn,Republican,Very negative,Yes,Yes,No,No
557,NONE,NONE,NONE,NONE,R_0lhvuUnQTrbEYbb,Independent,Neither positive nor negative,No,No,No,No
558,lazy,freeloaders,liberal,gay,R_5nWNFfe30qDE5ZH,Republican,Very negative,Yes,Yes,No,Yes
559,liberal,lazy,media driven,black,R_6XMwgaClmiNX9qd,Republican,Very negative,Yes,Yes,No,Yes
560,liberal,minorities,elitist,latinos,R_3Dfq81UTSZ6lvoh,Republican,A little negative,No,No,No,Yes
561,liberal,obnoxious,NONE,NONE,R_03tVzmDU3E0XUfb,Republican,Very negative,Yes,Yes,No,No
562,NONE,NONE,NONE,NONE,R_5h9qC8sisQpjl6R,Independent,Neither,No,No,No,No
563,NONE,NONE,NONE,NONE,R_8IXUygaV2943p4h,Independent,Neither,No,No,No,No
564,NONE,NONE,NONE,NONE,R_cMxVS1ps20vQEgB,Independent,Neither positive nor negative,No,No,No,No
565,NONE,NONE,NONE,NONE,R_5BDWn8KzO9eCBlX,Independent,Neither,No,No,No,No
566,serdtgf,NONE,NONE,NONE,R_08ouQEb81BCY4dv,Independent,Neither positive nor negative,No,No,No,No
567,liberal,lazy,uninformed,weak,R_9Ks1mPJEB9ar61T,Republican,Very negative,Yes,Yes,No,No
568,NONE,NONE,NONE,NONE,R_5pUngzpI1rdAp6d,Independent,Neither positive nor negative,No,No,No,No
569,smart,realistic,passionate,truth,R_bCP1n9wnK26fXVj,Democrat,A little positive,No,Yes,No,No
570,liberal,idealistic,impractical,minority,R_aVpaf64xJu0w4Pb,Republican,A little negative,No,No,No,Yes
571,confused,greedy,self important,enslavers,R_dhWKND9xagC2f7T,Republican,Very negative,Yes,Yes,No,No
572,middle class,diverse,families,sensible,R_eOJG686ajPASt4p,Independent,A little positive,No,No,No,Yes
573,liberal,socialist,dreamers,lazy,R_0wagqKsq5B7kkYJ,Republican,Very negative,Yes,No,Yes,No
574,lazy,freeloaders,welfare,free,R_88MaMQazpzLpkHP,Republican,Very negative,Yes,Yes,Yes,No
575,NONE,NONE,NONE,NONE,R_egrYDelWxwIq6hf,Independent,Neither positive nor negative,No,No,No,No
576,average,na,na,na,R_a62sSb4LqsyXKkt,Independent,Neither positive nor negative,No,No,No,No
577,liberal,fairer,understanding,diversified,R_0fHPW2I99LLyk9T,Democrat,A little positive,No,Yes,No,No
578,NONE,NONE,NONE,NONE,R_7WfefHYARPS3793,Independent,Neither positive nor negative,No,No,No,No
579,for the people,for the working class,chaotic,NONE,R_0kdBYeeEmPgZRuB,Republican,A little negative,No,No,No,Yes
580,liberal,closed minded,socialist,antagonistic,R_bvCEIqmEWjj8EIt,Republican,Very negative,Yes,Yes,Yes,No
581,poor,liberal,uneducated,hardworking,R_7V5jJLOS4IpJQVL,Republican,A little negative,No,Yes,No,No
582,none,NONE,NONE,NONE,R_6mmUBCihk5O2CRn,Republican,Very negative,Yes,No,No,No
583,dumb,NONE,NONE,NONE,R_bDB9xnuanTzSQ5f,Republican,Very negative,Yes,Yes,No,No
584,don't know,NONE,NONE,NONE,R_0JayU7o7M7y4LS5,Independent,Neither positive nor negative,No,No,No,No
585,welfare,labor unions,liberals,social programs,R_55T8ItOVbx6rXoh,Independent,Neither positive nor negative,No,No,Yes,Yes
586,workers,union,liberal,poor,R_cAZWSkiCxXps8El,Independent,Neither positive nor negative,No,No,Yes,Yes
587,NONE,NONE,NONE,NONE,R_87mU7Bcjh4Iz1zf,Independent,Neither positive nor negative,No,No,No,No
588,NONE,NONE,NONE,NONE,R_5tJuy7BM7YNWTxr,Independent,Neither,No,No,No,No
589,liberal,environmentalist,fair,social,R_5zoH9HWr16zPLSd,Independent,A little positive,No,No,Yes,No
590,dumb,liberal,wrong,ignorant,R_0AlwjhmfYCc5RhH,Republican,Very negative,Yes,Yes,No,No
591,?,?,?,?,R_bf7lLv6zWsx6Ga1,Independent,Neither positive nor negative,No,No,No,No
592,NONE,NONE,NONE,NONE,R_abIInTGwwsTkY97,Independent,Neither positive nor negative,No,No,No,No
593,liberal,entitlements,health care,higher taxes for rich,R_0IciVS4yFQGPpGt,Republican,Neither positive nor negative,No,No,Yes,No
594,liberal,working class,fair,NONE,R_0Dmwk2SBy8JGYsZ,Independent,A little positive,No,No,No,Yes
595,minorities,white,young,women,R_3mhsFLXDJP0hGcd,Independent,Neither positive nor negative,No,No,No,Yes
596,liberal,sheep,forceful,biased,R_bj6YnQ3t2B1ucQJ,Republican,Very negative,Yes,Yes,No,No
597,NONE,NONE,NONE,NONE,R_ddwXogkswftGbYx,Independent,Neither positive nor negative,No,No,No,No
598,NONE,NONE,NONE,NONE,R_6VRCwtPM8jmsyIB,Independent,Neither positive nor negative,No,No,No,No
599,money,0.99,power,NONE,R_8Ci3onMgrNWzsfX,Republican,Very negative,Yes,No,No,No
600,democrat,urban,older,conservative,R_cTSJsqPeVtI9Cfz,Republican,Neither positive nor negative,No,No,No,Yes
601,middle,money,halfway,question,R_4Uh89lf4U2eDF5P,Independent,Neither positive nor negative,No,No,No,No
602,NONE,NONE,NONE,NONE,R_e5S9ioSyAXrKFVz,Independent,Neither positive nor negative,No,No,No,No
603,understanding,compassionate,liberal,smart,R_bCokhYGjAPHJBel,Democrat,A little positive,No,Yes,No,No
604,liberal,open,spenders,socialist,R_d6V7d03wPG0Iad7,Republican,Very negative,Yes,No,Yes,No
605,NONE,NONE,NONE,NONE,R_2oi3hOC1PURhE3j,Independent,Neither positive nor negative,No,No,No,No
606,liberal,NONE,NONE,NONE,R_ea1YzEycaGdacap,Independent,Neither positive nor negative,No,No,No,No
607,NONE,NONE,NONE,NONE,R_6zioosC7L8yXjrn,Independent,Neither positive nor negative,No,No,No,No
608,,NONE,NONE,NONE,R_8IGT1oymJC0irWd,Independent,Neither positive nor negative,No,No,No,No
609,working class,union members,gov't workers,blue collar,R_5vdrSz5gKluHBD7,Independent,Neither positive nor negative,No,No,No,Yes
610,educated higher income,NONE,NONE,NONE,R_dbbKBCR5zlVQEu1,Independent,Neither positive nor negative,No,No,No,Yes
611,labor,intellectuals,hi tech professionals,smart people,R_6xRmQmQ5DhQo6jz,Independent,A little positive,No,No,No,Yes
612,NONE,NONE,NONE,NONE,R_9XD9ppJMZJVSYRL,Independent,Neither positive nor negative,No,No,No,No
613,liberal,NONE,NONE,NONE,R_4OT8nSgNICSjo2h,Independent,Neither positive nor negative,No,No,No,No
614,NONE,NONE,NONE,NONE,R_9QB3FrJEtMyhpWJ,Independent,Neither positive nor negative,No,No,No,No
615,loyal,uninformed,clueless,dependent,R_088ofZ5GPU71Y9L,Republican,Very negative,Yes,Yes,No,No
616,NONE,NONE,NONE,NONE,R_dgLmt3VYtpteCKV,Independent,Neither positive nor negative,No,No,No,No
617,liberal,dependent,idealist,unrealistic,R_eA8s2SHIquinto9,Republican,Very negative,No,Yes,No,No
618,middle class,poor,blacks,women,R_5dvNcwOxtTlU7Nb,Republican,Neither positive nor negative,No,No,No,Yes
619,conscientious,thoughtful,forward thinking,open-minded,R_1CllS3vB3ibv3LW,Democrat,A little positive,No,Yes,No,No
620,sleazy,neurotic,weak,socialist,R_1ilNc0NLRhmH4Uw,Republican,Very negative,Yes,Yes,Yes,No
621,interested,smart,kind,happy,R_3n9si6nQlNJsHYZ,Democrat,A little positive,No,Yes,No,No
622,aspirational,hopeful,inspiring,active,R_1EXKVO4eIbnVRVr,Democrat,A little positive,No,Yes,No,No
623,kind,equality,positive,good,R_8GgW8RogpOD0U8h,Democrat,Very positive,No,Yes,No,No
624,liberal,progressive,social rights,activist,R_2B4BogJ03fyG54E,Independent,A little positive,No,No,Yes,No
625,rich,conservative,right wing,traditional,R_1nVMcwASAT8yIZ7,Republican,A little negative,No,No,No,No
626,liberal,spenders,modern,willful,R_1DRL6HY6jPzrRlN,Republican,A little negative,No,Yes,Yes,No
627,diverse,liberal,progressive,thoughtful,R_210wbFWSb39xOtl,Independent,A little positive,No,No,No,Yes
628,smart,informed,correct,right,R_3KGv5ti1g4tftoD,Democrat,Very positive,No,No,No,No
629,idealist,expensive,tolerant,progress,R_2WIHlwbFq3K1Ugf,Independent,A little positive,No,Yes,Yes,No
630,liberal,war,education,obama care,R_AhRwtQnnxxpo0bT,Republican,Neither positive nor negative,No,No,Yes,No
631,left,zealots,fantasy land,anti america,R_3fkHasWrTx9fVkW,Republican,Very negative,Yes,Yes,No,No
632,stupid,poor,middle class,caring,R_2U5FFaG82CYyLFB,Republican,A little negative,No,Yes,No,Yes
633,caring,young,equality,poor,R_1N3nSfN95oRVCcZ,Democrat,A little positive,No,No,Yes,Yes
634,educated,generous,progressive,social,R_332tLzSgsNQVpgT,Democrat,A little positive,No,No,No,Yes
635,liberal,social,fair,equal,R_Om7MzdKjPZNrYeB,Democrat,A little positive,No,No,Yes,No
636,moral,considerate,altruistic,worker,R_3HMugACOPMdA4pc,Democrat,Very positive,No,Yes,No,No
637,liberal,socialist,poor,black,R_1CHEiKNCmPSCMe5,Republican,Very negative,Yes,No,Yes,Yes
638,weird,normal,crazy,fair,R_3noPbL3HSMCgA1K,Independent,A little negative,No,Yes,No,No
639,liberal,new,forward,open,R_3oLctTlNLXC8fWE,Independent,A little positive,No,No,No,No
640,liberal,educated,minority,equal right,R_cPkBB7tiLVuDlvP,Independent,A little positive,No,No,Yes,Yes
641,open-minded,equality,educated,liberal,R_DeFOLy8c67aUudP,Democrat,A little positive,No,Yes,No,No
642,liberal,progressive,socially conscious,environmentally friendly,R_3kBexP95szDKtDw,Independent,A little positive,No,No,Yes,No
643,poor,minority,environmentalist,student,R_O0yJxib13q1Dotj,Republican,Neither positive nor negative,No,No,Yes,Yes
644,open-minded,liberal,accepting,free,R_21G1SGITNgCUnb2,Democrat,A little positive,No,Yes,No,No
645,liberal,progressive,compassionate,friendly,R_RQEdNpbzZUeyIRX,Democrat,A little positive,No,No,No,No
646,giving,equality,tolerant,smart,R_cHZuU1UNpAFpUqt,Democrat,A little positive,No,Yes,No,No
647,liberal,tolerant,educated,compassionate,R_3NxiTvByxaao0as,Democrat,A little positive,No,Yes,No,No
648,liberal,educated,caring,environmentalist,R_2wFdG2pGlVU2JJS,Independent,A little positive,No,No,Yes,No
649,caring,kind,supportive,tolerant,R_2TRW1qhG21U80qO,Democrat,Very positive,No,Yes,No,No
650,liberal,numerous,government,politics,R_26gOGPo3Yylp8r7,Republican,Neither positive nor negative,No,No,Yes,No
651,liberal,free,handout,needy,R_vVJC1eqwoRGCYmZ,Republican,Very negative,Yes,No,Yes,No
652,progressive,northern,welfare,liberal,R_YVy9277Nq0dP409,Republican,Neither positive nor negative,No,No,Yes,Yes
653,smart,informed,intelligent,liberal,R_1QtMgpyzWjr6klA,Democrat,Very positive,No,Yes,No,No
654,smart,opinionated,educated,respectful,R_27y7qKtJVoAScZy,Democrat,A little positive,No,Yes,No,No
655,untrustworthy,sneaky,unjust,immoral,R_2cd3GwFc6vXHdk9,Republican,Very negative,Yes,Yes,No,No
656,helpful,caring,smart,rational,R_vwdzLyAvdmUVeut,Democrat,A little positive,No,Yes,No,No
657,young,progressive,student,poor,R_2t36wWQ47ECHsp1,Independent,Neither positive nor negative,No,No,No,Yes
658,supported by government,great society,socialism,take from the rich and give to the poor,R_3kBUBXYufFZQbxr,Republican,Very negative,Yes,No,Yes,No
659,cheap,underdog,poor,welfare,R_2pYMGgxKjlwKT85,Republican,Very negative,Yes,No,Yes,Yes
660,soft,concerned,poor,struggling,R_2ti02wpgP3eztr8,Republican,A little negative,No,No,No,Yes
661,non traditional,impractical,hostile,intolerant,R_UDXfKw7HgWBpW6J,Republican,Very negative,Yes,Yes,No,No
662,environmentalist,politically correct,liberal,accepting,R_3JIW3K1yFyb12Lk,Independent,A little positive,No,No,Yes,No
663,liberal,outspoken,fearless,confident,R_1gdoVCVF0wOExfR,Independent,A little positive,No,Yes,No,No
664,liberal,working class,caring,educated,R_cMIk1moyamDujMB,Democrat,A little positive,No,Yes,No,Yes
665,liberal,free,giving,flexible,R_2f34cLmCjryl1fZ,Democrat,A little positive,No,Yes,No,No
666,liberal,socialist,communist,free loader,R_3k1BKxpFIbCSr3v,Republican,Very negative,Yes,No,Yes,No
667,shrill,liberal,feminist,harridan,R_cOTJyuKyaNLgPE5,Republican,Very negative,Yes,Yes,No,Yes
668,liberal,sinful,loud,corrupt,R_ZyqVuTEQyRkOmTn,Republican,Very negative,Yes,Yes,No,No
669,liberal,progressive,blue,middle class,R_2vcgA3j7RVLZADO,Independent,Neither positive nor negative,No,No,No,Yes
670,liberal,earth friendly,gay,expensive,R_1DoG5jSkVf2rgYG,Republican,A little negative,No,No,Yes,Yes
671,socialism,unfair,diversity,sensitive,R_2WHJ927riVY7UXg,Republican,A little negative,No,Yes,Yes,Yes
672,logical,intelligent,humanist,open-minded,R_1IMKfhqGtXVsRkA,Democrat,Very positive,No,Yes,No,No
673,intelligent,thoughtful,caring,giving,R_2SDCdDNtgmCAexy,Democrat,Very positive,No,Yes,No,No
674,liberal,weak,dependent,nonreligious,R_2DTbyZpNY8OprIO,Republican,Very negative,Yes,Yes,No,No
675,working class,loyal,gullible,hopeful,R_3NwgzmEINBzQOq3,Republican,A little negative,No,Yes,No,No
676,liberal,progressive,young,diverse,R_25FocLBBFdHXbT3,Independent,A little positive,No,No,No,No
677,liberal,silly,communist,socialist,R_2SBsIm6CNDUriyC,Republican,Very negative,Yes,Yes,Yes,No
678,liberal,african american,big government,socialist,R_2RWCv7LazOHKORY,Republican,A little negative,Yes,No,Yes,Yes
679,liberal,welfare recipient,progressive,socialist,R_2pJraVpPPtXwb3O,Republican,Very negative,Yes,No,Yes,Yes
680,socialist,middle class,minorities,underprivileged,R_3Ojh4C0Ov3UymB0,Republican,Neither positive nor negative,No,No,No,Yes
681,lazy,angry,evil,corrupt,R_2yggGKzK604ABvl,Republican,Very negative,Yes,Yes,No,No
682,liberal,open-minded,tolerant,egalitarian,R_1QKuBTiaYyIt4sG,Independent,A little positive,No,Yes,No,No
683,young,smart,hopeful,diverse,R_z6XyeNxKoro7YD7,Democrat,A little positive,No,Yes,No,Yes
684,liberal,fair,helpful,dedicated,R_25vwzfnwgTEcxiL,Democrat,A little positive,No,Yes,No,No
685,liberal,agreeable,peaceful,young,R_27jJEtz25JCtl38,Independent,A little positive,No,No,No,No
686,poor,uneducated,minority,victims,R_2pLAEMWBgwPq8Sy,Republican,Very negative,Yes,No,No,Yes
687,liberal,far left,socialists,hippies,R_12g3Hl3GKYgX15e,Republican,Very negative,Yes,No,Yes,Yes
688,political,leftist,opinionated,curious,R_1lazlUTpKdoye1P,Independent,Neither positive nor negative,No,Yes,No,No
689,smart,frustrated,decent,blue collar,R_31vdrXLNneVmblF,Independent,A little positive,No,Yes,No,Yes
690,giving,smart,outgoing,caring,R_pxWDHDsbSrnI6Hv,Democrat,Very positive,No,Yes,No,No
691,ignorant,lying,self centered,intelligent,R_1hZ4NtoBnW4QpsV,Republican,Very negative,Yes,Yes,No,No
692,young,political,concerned,equality,R_2xM08aJjjtTsIVd,Independent,Neither positive nor negative,No,No,Yes,No
693,progressive,open-minded,non judgmental,compassionate,R_2YX3tJ1weHd893J,Democrat,Very positive,No,Yes,No,No
694,forward thinking,open-minded,friendly,hard workers,R_Y3PIcm1pRYi3uzn,Democrat,Very positive,No,Yes,No,No
695,liberal,open,progressive,leftie,R_30jUdBnmvVNoTni,Independent,Neither positive nor negative,No,No,No,No
696,fun,outgoing,reliable,smart,R_XANDExOPkZupsc1,Democrat,Very positive,No,Yes,No,No
697,working,stable,normal,happy,R_3soeSMPUkgTVHb7,Democrat,Very positive,No,No,No,No
698,poor,hard working,smart,protective,R_REUSey2f7ybHejD,Independent,A little positive,No,Yes,No,No
699,slightly liberal,winning,NONE,NONE,R_QmPJ5akrOaYhOPT,Independent,Neither positive nor negative,No,No,No,No
700,help,equal rights,more tax,for people,R_3iF6ldf66FrcTal,Independent,Neither positive nor negative,No,No,Yes,No
701,colored,young,poor,perky,R_9yLZdnnOLfxWm3v,Republican,A little negative,No,No,No,Yes
702,educated,curious,non conformist,compassionate,R_2rTwv9nv3E4Dl3z,Democrat,A little positive,No,Yes,No,No
703,liberal,big government,raise taxes,raise minimum wage,R_2XbrXSsQxgXvTSt,Republican,A little negative,No,No,Yes,No
704,fat,selfish,self serving,abortionists,R_3hzMnkSYIIxfv3i,Republican,Very negative,Yes,Yes,Yes,Yes
705,equal,fair,passionate,compassionate,R_3NED5yDxPUZALmu,Democrat,Very positive,No,Yes,No,No
706,hypocrites,humorless,destructive,low information,R_3MhA8Yga7hjhaeo,Republican,Very negative,Yes,Yes,No,No
707,liberal,caring,honest,supportive,R_2VdyRoqh7KK9iSK,Democrat,A little positive,No,Yes,No,No
708,liberal,progressive,equality,women's rights,R_sNfvKIOVMTRcc6t,Independent,A little positive,No,No,Yes,No
709,liberals,extraverts,vocal,social,R_2z7ONeG0s98sPAX,Independent,Neither positive nor negative,No,Yes,No,No
710,secular,fair,environmental minded,logical,R_3hmXJWVSTfSVTG1,Independent,A little positive,No,No,Yes,No
711,liberal,crazy,hypocrites,un american,R_10SoWhEUzUTReDt,Republican,Very negative,Yes,Yes,No,No
712,intelligent,progressive,understanding,team,R_2fs3Z0KSSXgKcNC,Democrat,Very positive,No,Yes,No,No
713,liberal,peaceful,progressive,proactive,R_3hbZLROIp6fa6pq,Democrat,A little positive,No,No,Yes,No
714,unimportant,untruthful,self absorbed,wrong,R_2atYixn6I4Johaf,Republican,Very negative,Yes,Yes,No,No
715,logical,good,for the working man,elaborate,R_9Y7VElYcaHYfyut,Democrat,A little positive,No,Yes,No,Yes
716,judgmental,green,liar,left,R_RtwBUrXQIHLmM6Z,Republican,Very negative,Yes,Yes,No,No
717,generous,kind,intelligent,thoughtful,R_1rdZdjIyAvZ10qj,Democrat,Very positive,No,Yes,No,No
718,just,democratic,fair,progress,R_oXlRn7M6LAh4Qud,Independent,A little positive,No,No,No,No
719,caring,compassionate,fair,honest,R_3fwUia6PdbymcYG,Democrat,Very positive,No,Yes,No,No
720,liberal,pro-union,pro-choice,pro-aca,R_1mkgjQbA3GJc9NI,Independent,Neither positive nor negative,No,No,Yes,No
721,liberal,hippie,socialist,left,R_3fCsaqar6jXI0rn,Republican,A little negative,Yes,No,Yes,No
722,caring,empathetic,intelligent,visionary,R_bjSFMBBc1fjQSTT,Democrat,Very positive,No,Yes,No,No
723,socialist,welfare,equal,NONE,R_3g01Yp6JlWq6iou,Republican,A little negative,Yes,No,Yes,No
724,liberal,socialist,liar,abortion,R_22LLze5oJyODvZt,Republican,Very negative,Yes,Yes,Yes,No
725,communists,marxists,socialists,traitors,R_9pBhThqbLDums9z,Republican,Very negative,Yes,No,Yes,No
726,free,hippie,liberal,open,R_0rLziZcrkcmD1tv,Republican,A little negative,No,Yes,No,No
727,popular,equitable,equal,modern,R_22WWSkmMM0l56yS,Democrat,Very positive,No,No,No,No
728,liberal,hippies,caring,concerned,R_z39fYjpw7dvw1Ox,Independent,A little positive,No,Yes,No,Yes
729,open-minded,liberal,young,supportive,R_ePP2vWVVaIxy4rT,Independent,A little positive,No,No,No,No
730,young,liberal,open,new,R_26gT97OJfxEvVnW,Independent,A little positive,No,No,No,No
731,liberal,open-minded,activists,working class,R_3m2xNapriCHALCI,Democrat,A little positive,No,Yes,No,No
732,intelligent,altruistic,educated,caring,R_3pf12cn375O080t,Democrat,Very positive,No,Yes,No,No
733,liberal,tolerant,workers,women,R_1GBroujFw9zyQSt,Independent,A little positive,No,Yes,No,Yes
734,poor,educated,informed,well adjusted,R_3FVfHH53rXNRA5o,Democrat,A little positive,No,Yes,No,No
735,different,misinformed,ignorant,impractical,R_5arE7kxaaekDWYp,Republican,Very negative,Yes,No,No,No
736,liberal,gay,teachers,welfare recipients,R_2YWZcCbHBPP0tjc,Republican,A little negative,No,No,Yes,Yes
737,open,thoughtful,caring,progressive,R_1eLZMrnFESr1KOI,Democrat,A little positive,No,Yes,No,No
738,poor,stubborn,silly,creative,R_2Sr8YI8FPJ1doxl,Republican,A little negative,No,Yes,No,No
739,intolerance,misguided,sincere,mistaken,R_1rdXFxC0Ks1HOAf,Republican,A little negative,No,Yes,No,No
740,poor,angry,irresponsible,paranoid,R_3kbud4NWArzsYDD,Republican,Very negative,Yes,Yes,No,No
741,welfare support of poor,equal rights,pro-abortion,liberals,R_2RahL0MO199l2d9,Republican,A little negative,No,No,Yes,No
742,liberal,warm,weak,mellow,R_3HS9wUdvoKcUCm6,Republican,A little negative,No,Yes,No,No
743,NONE,NONE,poor,NONE,R_2eb5oeWipSY6JLO,Republican,A little negative,No,No,No,No
744,liar,snake,charmers,sneaky,R_ykdBGKge2NzYiT7,Republican,Very negative,Yes,Yes,No,No
745,easy,peaceful,docile,simple,R_1FPXzkTdBacbRyC,Republican,A little negative,No,Yes,No,Yes
746,liberal,left,politically correct,obama,R_skgGAPOgtwYVy2l,Republican,A little negative,No,No,No,No
747,liberal,soft,stupid,propagandistic,R_2YhyvoKeckI7v3X,Republican,Very negative,Yes,Yes,No,No
748,liberal,blue,calm,peaceful,R_AH9cbGTgbnB5AIh,Independent,A little positive,No,Yes,No,No
749,considerate,tolerant,thoughtful,progressive,R_3DjDr2RPI1demJw,Democrat,A little positive,No,Yes,No,No
750,reactionary,uninformed,idealistic,unrealistic,R_290rMDDOIijKBbl,Republican,Very negative,No,Yes,No,No
751,liberal,pc,feminist,intelligent,R_2U4oPwqbgSTLF3w,Democrat,A little positive,No,No,No,Yes
752,northern,progressive,liberal,open-minded,R_1IEqnnW6xhe4mtX,Democrat,A little positive,No,No,No,Yes
